source_file,source_id,title,axiom,definitions,action,boundary,test,dg1_dependencies,dg2_new_capability,dg3_preserved_floor,dg4_collapse_if_removed,dg5_translation_registers,dg6_state,dg7_admissible,dg8_closure_pass,claim_class,proof_label,grade,recommended_atom_action,overstatement_risks,kill_conditions,lean_target,plain_summary
galaxy_rotation_curves.md,galaxy_rotation_curves,galaxy_rotation_curves.ipynb,"The chi-field modified gravity model must produce galaxy rotation curves consistent with observations without invoking dark matter, using the same coupling constant xi constrained by the Hubble tension test.","Chi-field: a coherence field that modifies effective gravitational constant G_eff depending on local mass density via G-M symmetry pair. | Rotation curve: observed orbital velocity v(r) of stars as a function of radius r from galactic center. | Newtonian prediction: v(r) = sqrt(G M(r) / r), where M(r) is enclosed visible mass. | Flat rotation curve: observed v(r) approximately constant at large r, deviating from Newtonian falloff. | Coupling constant xi: the chi-field coupling parameter, already constrained by Hubble tension test.","Compute chi-field predictions for galaxy rotation curves and compare to observed data, using xi constrained by Hubble tension, to test consistency without dark matter.",Does not prove chi-field is the correct explanation for dark matter. | Does not claim better or worse fit than dark matter halos without detailed error bars. | Does not claim direct detection of chi-field. | Does not establish chi-field as a complete theory of galaxy dynamics.,Fit chi-field parameters to observed rotation curves for several well-measured galaxies. | Compare chi-field fits to dark matter halo models. | Check that the same xi value used for Hubble tension also yields acceptable rotation curve fits. | Assess consistency with full observational error bars in future detailed fitting.,Chi-field Lagrangian with G-M symmetry pair | Hubble tension test constraints on xi | Observed galaxy rotation curve data,Provides a dark matter alternative explanation for flat rotation curves using chi-field modified gravity with a single coupling constant xi.,"Preserves the ability to model galaxy rotation curves without requiring dark matter, while maintaining consistency with Hubble tension constraints.","If this node is removed, the chi-field framework loses a key observational consistency check for galaxy-scale dynamics, weakening its claim as a viable dark matter alternative.",Rotation curve data | Chi-field coupling constant xi | Effective gravitational constant G_eff,coherent,yes,unclear,empirical consistency claim,COLAB_REPRODUCIBLE,C,Preserve as a consistency check; require detailed error-bar fitting before elevating to stronger claim.,Claiming chi-field is proven dark matter alternative without full error analysis. | Overinterpreting consistency as proof of correctness. | Assuming same xi works for all galaxies without detailed fitting.,If detailed fitting with full error bars shows chi-field fits are significantly worse than dark matter halos. | If xi values required for rotation curves conflict with Hubble tension constraints. | If independent reanalysis fails to reproduce flat rotation curves.,"A lean claim: 'The chi-field model with xi from Hubble tension is not ruled out by galaxy rotation data; it can produce flat curves without dark matter, but detailed comparison is pending.'","This document describes a Colab notebook that tests the chi-field modified gravity model against galaxy rotation curves. It claims the model can produce flat rotation curves without dark matter, using the same coupling constant xi that addresses the Hubble tension. The document acknowledges this is a consistency check, not proof, and that detailed error-bar fitting is needed for stronger conclusions."
generate_all_charts.md,generate_all_charts,generate_all_charts.ipynb,"All project visualizations shall be generated from a single, reproducible notebook execution, producing publication-ready charts in a consistent format.","Publication-ready: PNG format at 300 DPI, suitable for academic publication. | Consistent format: uniformly named, sized, and styled charts across all categories. | Single execution: one notebook run generates the complete visualization suite without requiring separate test runs.","Execute generate_all_charts.ipynb to generate all project visualizations, saving them to /content/charts/ in PNG format at 300 DPI, organized into field_theory/, lagrangian/, biblical/, and summary/ subdirectories.",Does not run the underlying tests; it only imports their data. | Does not perform new analysis; it only visualizes existing results. | Does not guarantee the correctness of the underlying data; it assumes test outputs are valid. | Does not produce interactive visualizations; output is static PNG files.,Run the notebook and verify that all expected chart files are created in the correct directories. | Check that each PNG is at 300 DPI and has the expected dimensions. | Compare the summary scorecard chart to the COLAB_MASTER output for consistency. | Verify that the charts accurately represent the underlying data by spot-checking a few against test outputs.,"All test notebooks that produce data (e.g., field theory tests, Lagrangian tests, biblical tests) | Data files generated by those tests | Python environment with required libraries (matplotlib, numpy, etc.)","Provides a single-command generation of all publication-ready visualizations, eliminating the need to run multiple notebooks and ensuring consistent formatting across all charts.","Preserves the ability to generate individual charts from test notebooks if needed, as the chart generator does not modify test outputs.","Without this notebook, generating all charts would require running each test notebook individually and manually formatting outputs, increasing effort and risking inconsistency.",Visualization pipeline | Publication workflow | Data presentation,coherent,yes,yes,operational,NOT_ESTABLISHED,C,preserve as operational tool,Claims of 'publication-ready' may overstate quality without external review. | Assumes data correctness without verification. | May imply completeness of visualization suite without explicit list of all charts.,"If the notebook fails to run in a clean environment. | If the output charts are not reproducible across runs. | If the underlying data is invalid, the charts become misleading.","A script that generates all charts from a single command, with clear documentation of input data and output format.","This document describes a Colab notebook that generates all project visualizations in one run, saving them as high-resolution PNGs. It is an operational tool, not a scientific claim, and its value depends on the correctness of the underlying data."
GraceChain.md,GraceChain,GraceChain.lean,"The redemption sequence is a function composition chain: Grace -> Faith -> Hope -> Salvation, where Grace must be applied before Faith.","Faith: a function that maps zero to zero and any non-zero state to one. | Hope: identity function on the state, representing temporal persistence. | Salvation: identity function on the state, representing the locked final state. | Grace: an operator that lifts zero to one, applied before Faith.","The system should apply Grace before Faith in any formal or implemented redemption sequence, ensuring the chain produces salvation only when Grace is applied first.",This does not prove that Grace is necessary in all possible logical systems; it only proves within the defined functions. | This does not establish the actual existence of Grace or salvation; it is a formal model. | This does not address the nature of non-zero states beyond their mapping to one.,"Check that the Lean file compiles and the two theorems are proven. | Verify that the definitions of Faith, Hope, Salvation, and graceStep match the stated behavior. | Confirm that the chain composition is exactly Salvation(Hope(Faith(state))) and that graceStep is applied before Faith.","Lean4 proof environment | Definitions of Faith, Hope, Salvation, graceStep",Formally proves the ordering requirement: Grace must precede Faith for salvation to result from a zero state.,Preserves the logical consistency of the defined functions and the chain composition.,"If removed, the formal proof of the ordering requirement is lost, leaving the sequence as an unverified assertion.",Lean4 theorem statements | Function definitions | Proof scripts,coherent,yes,yes,formal proof,LEAN_FORMAL_PROOF,A,preserve as formal proof artifact,"The proof is only about the defined functions, not about actual theological reality. | The theorem 'salvation_via_grace' assumes graceStep is applied; it does not prove that graceStep is always available or effective. | The proof does not show that Faith is the only possible response to a non-zero signal.",If the Lean file does not compile or the theorems are not proven. | If the definitions are altered such that the theorems no longer hold. | If the chain composition is changed.,Formalize the proof in Lean and verify the theorems.,"GraceChain.lean is a Lean4 formal proof that the sequence Grace -> Faith -> Hope -> Salvation is ordered: without Grace, the chain from zero yields zero; with Grace applied first, it yields one. It defines simple functions and proves two theorems, establishing the formal ordering requirement."
GraceOperator.md,GraceOperator,GraceOperator.lean  -  Grace Operator Theorems,"The Grace Operator G maps any state, including the zero state, to one (coherent), is idempotent, and is not internally invertible.","Grace Operator (G): an operator in CoherenceAlgebra such that graceStep zero = one and graceStep (graceStep x) = graceStep x. | Zero state: a state with coherence chi = 0, fully collapsed. | One state: a coherent state, the target of Grace. | Internal operator: an operator that preserves zero (sign conservation: maps zero to zero). | Sign conservation: internal operators map zero to zero.","The system should treat Grace as an external, non-internal operator that restores coherence from zero, and should not attempt to derive it from internal operations.",Does not claim Grace is physically equivalent to gravitation beyond analogy. | Does not claim the irreversibility proof is fully formal due to the 'sorry'. | Does not claim salvation or theological truth; only algebraic structure.,Check that grace_idempotent and grace_is_restorative compile in Lean 4 without 'sorry'. | Check that grace_irreversible has no 'sorry' or that the 'sorry' is removed and proof completed. | Verify that the CoherenceAlgebra axioms are consistent and that the theorems are derived from them.,CoherenceAlgebra definitions | Lean 4 theorem prover | sign_conservation hypothesis | restores_spirit hypothesis,"Formally proves that an operator mapping zero to one cannot be internal if internal operators preserve zero, providing a structural basis for external restoration.",Preserves the existing CoherenceAlgebra and its axioms; adds theorems about Grace without altering the algebra.,"If removed, the framework loses its formal grounding for the claim that restoration from zero requires an external operator.",Lean 4 theorem statements | CoherenceAlgebra axioms | sign_conservation and restores_spirit hypotheses,defective,partial,no,formal proof (partial),LEAN_CONDITIONAL_PROOF,C,Complete the 'sorry' in grace_irreversible and re-verify; otherwise treat as conditional.,Claiming the irreversibility theorem is fully proved despite the 'sorry'. | Equating Grace with gravitation as a physical fact rather than analogy. | Interpreting the algebraic result as theological proof.,"If the 'sorry' cannot be removed, the irreversibility theorem is not established. | If the CoherenceAlgebra axioms are inconsistent, all theorems collapse. | If graceStep is shown to be internal under the axioms, the central claim fails.","Complete the proof of grace_irreversible in Lean 4, removing the 'sorry'.","This document presents a Lean 4 formalization of a Grace Operator in a CoherenceAlgebra, proving idempotence and restoration from zero, and attempting to prove irreversibility. The first two theorems are proved by simplification, but the third has an unfinished proof with a 'sorry'. The document claims a structural consequence: an operator that restores zero cannot be internal if internal operators preserve zero. However, due to the incomplete proof, the irreversibility claim is not fully established."
H01_Constitution.md,H01_Constitution,"Human Constitution: Body, Soul, Spirit","Humans are tripartite: body, soul, spirit, reflecting the Imago Dei.","Body: material substrate interfacing with the physical world. | Soul: consciousness, personality, mind. | Spirit: divine interface, capacity for communion with God. | Imago Dei: structural parallel between human tripartite nature and the Trinity.","Treat humans as integrated body, soul, and spirit; respect each aspect in ethical and pastoral considerations.",Does not claim physical or scientific proof of tripartite nature. | Does not specify exact interaction mechanisms between components. | Does not assert that all humans are spiritually alive; acknowledges spiritual deadness before regeneration.,Check consistency with scriptural passages cited. | Verify that the model does not contradict personal unity. | Assess whether functional distinctions are maintained.,"Scripture (1 Thess 5:23, Heb 4:12, Gen 2:7) | Theological tradition (tripartite anthropology)","Provides a framework for understanding human nature that integrates physical, psychological, and spiritual dimensions.","Preserves the core Christian doctrines of creation, incarnation, and resurrection.","Without tripartite distinction, the model collapses into dualism or monism, losing the distinct role of spirit.",Theological anthropology | Biblical exegesis | Philosophical theology,coherent,yes,unclear,Theological anthropology,NOT_ESTABLISHED,C,Preserve as theological axiom; do not treat as empirically proven.,"Claims structural isomorphism with Trinity may be seen as overreach. | Equations and physics connections are metaphorical, not rigorous. | Defeat conditions are addressed only via scriptural authority, not empirical evidence.",If scriptural exegesis is shown to be flawed. | If philosophical arguments for dualism or monism are found stronger. | If the model is used to make scientific claims beyond its scope.,Theological anthropology; avoid physical reductionism.,"This document asserts that humans consist of body, soul, and spirit, reflecting the triune nature of God. It argues against dualism, monism, and dichotomism using scriptural references and logical reasoning. However, the proof is theological, not empirical, and the equations are metaphorical. The document is coherent as a theological axiom but not established as a scientific fact."
H02_Body.md,H02_Body,The Body as Interface,"The body/brain is an interface, not the source of consciousness. Brain  Mind. The brain processes and transmits; the soul field (_S) IS the mind.","Body: material subset of chi_physical (Body  chi_physical). | Brain: interface function I(chi_physical -> _S); processes but does not generate. | Soul field (_S): the information pattern that constitutes consciousness and persists beyond physical death. | Interface: bidirectional coupling between _S and chi_physical via the body. | Resurrection body: upgraded interface (Body_res > Body_current) with properties imperishable, glorious, powerful, spiritual.",Treat the body as a real but non-originating interface for consciousness. Do not equate brain states with mental states. Maintain that _S persists beyond physical death and that resurrection provides an upgraded interface.,Does not claim the body is an illusion or a prison. | Does not deny the reality of brain damage effects on mental function. | Does not provide a physical mechanism for _S interaction. | Does not claim to prove the existence of _S empirically.,"Check that all statements distinguish between correlation and causation. | Verify that the interface model is not contradicted by known neuroscience (e.g., neuroplasticity, terminal lucidity). | Ensure that the category error argument is logically valid. | Confirm that the persistence of _S is not asserted as empirically proven but as a metaphysical claim.",F02: Information is conserved | Theological axioms on soul and resurrection,"Provides a coherent metaphysical framework distinguishing brain from mind, allowing for survival of consciousness after death and resurrection.","Preserves the reality of the body and its importance, while rejecting materialism.","If removed, the distinction between brain and mind collapses, leading to materialism or epiphenomenalism, undermining the soul's persistence and resurrection.",Theology | Philosophy of mind | Neuroscience (as critique),coherent,partial,unclear,metaphysical,NOT_ESTABLISHED,C,quarantine,"Claims that NDEs and terminal lucidity are evidence for interface model without rigorous scientific backing. | Uses the hard problem of consciousness as definitive proof against materialism, which is a philosophical stance, not a proven fact. | Asserts information conservation as a physical law supporting soul persistence without specifying the mechanism.","If a physical mechanism for consciousness generation is demonstrated, the interface model is falsified. | If it is proven that consciousness cannot exist without a functioning brain, the persistence claim fails. | If the category error argument is shown to be invalid (e.g., if mental states can be reduced to physical states without category error).","Reduce overstatements by clearly labeling NDEs and terminal lucidity as anecdotal, and the hard problem as a philosophical challenge, not empirical disproof.","This document argues that the body and brain are not the source of consciousness but an interface for the soul. It critiques identity theory, brain-mind identity, and epiphenomenalism using category errors and correlation-causation fallacies. It claims that consciousness persists after death and that resurrection provides an upgraded body. However, the arguments are largely philosophical and lack empirical proof, so the claims are not established."
H03_Soul.md,H03_Soul,The Soul Field (_S),"The soul (_S) is a real, localized, persistent information pattern in the chi-field that constitutes personal identity and survives physical death.",Soul (_S): A coherent information pattern in the chi-field. | chi-field: The fundamental information field (Logos field). | Localized: Having specific identity and boundaries within the chi-field. | Persistent: Continuing through time without cessation. | Identity: The continuity of the soul pattern.,"Treat the soul as a real, localized, persistent information pattern; use this as the basis for personal identity and post-mortem survival.",Does not claim the soul is a material substance. | Does not claim the soul is a universal consciousness. | Does not claim to provide a physical mechanism for the soul's interaction with the body. | Does not claim empirical detection of the soul.,"Check that the soul is defined as an information pattern, not a substance. | Check that the soul is localized, not universal. | Check that the soul persists through change. | Check that identity is tied to soul continuity, not body or memory. | Check that death does not destroy the soul.",F02 (Information is conserved) | chi-field existence,"Provides a non-material, information-based account of personal identity and survival after death.","Preserves the reality of the self against eliminativism, no-self doctrines, and bundleism.","Without this axiom, personal identity is reduced to physical or psychological continuity, and survival after death is not supported.",Information theory | Philosophy of mind | Theology,coherent,partial,unclear,metaphysical,NOT_ESTABLISHED,C,quarantine,Claims the soul is real without empirical evidence. | Equates information conservation with soul survival without a mechanism. | Uses self-reference arguments as proof of a substantial self. | Relies on theological assertions as support.,If information is not conserved in the required sense. | If the soul pattern is not localized or not persistent. | If personal identity can be explained without a soul. | If death destroys the information pattern.,"A minimal claim: the self is a real, persistent pattern, but not necessarily supernatural.","This document argues that the soul is a real, localized, persistent information pattern in a fundamental field, which constitutes personal identity and survives death. It critiques eliminativism, no-self doctrines, and bundleism as self-refuting. However, the arguments are largely philosophical and theological, with no empirical evidence or formal proof, so the claim is not established."
H04_Spirit.md,H04_Spirit,The Human Spirit: Connection Point to God,"The human spirit is distinct from the soul and serves as the interface with God. It is dormant before regeneration and becomes active through the new birth, enabling communion with the Holy Spirit.","Spirit: The God-facing aspect of human nature, the capacity for divine relationship, distinct from the soul. | Soul: The self/world-facing aspect of human nature, encompassing consciousness, personality, and mind. | Regeneration: The new birth, a spiritual transformation that activates the dormant human spirit. | Holy Spirit: The third person of the Trinity, the divine Spirit with whom the human spirit communes. | g_coupling: A symbolic measure of the functional connection between the human spirit and the Holy Spirit; zero before regeneration, positive after.","The system should treat the human spirit as a distinct, God-interface component of human nature, dormant before regeneration and active after, enabling communion with the Holy Spirit.",This does not claim to prove the existence of God or the Holy Spirit from physical evidence. | This does not provide a physical mechanism for spiritual communion. | This does not address the state of infants' spirits before accountability. | This does not claim that all spiritual experiences are from the Holy Spirit; counterfeit experiences are possible.,"Check that the distinction between soul and spirit is maintained in all statements. | Verify that the dormancy and activation of the spirit are described consistently with the axioms. | Ensure that the interface function is not conflated with physical or psychological processes. | Confirm that the communion with the Holy Spirit is presented as a spiritual, not physical, reality.","Scripture (Hebrews 4:12, 1 Cor 2:14, John 3:6, Rom 8:16, 1 Cor 6:17) | Theological tradition (trichotomy, e.g., Watchman Nee) | Universal human experience of transcendence","Provides a framework for understanding the human spirit as a distinct entity and interface for divine communion, which is not present in secular or dichotomist models.",Preserves the core Christian doctrine of the necessity of regeneration for spiritual life and communion with God.,"If the spirit-soul distinction is removed, the model collapses into dichotomy, losing the explanation for spiritual deadness and the need for regeneration.",Theological: trichotomy vs. dichotomy | Phenomenological: spiritual experiences and transcendence-seeking | Symbolic: g_coupling as a metaphor for spiritual connection,coherent,partial,unclear,theological_anthropology,NOT_ESTABLISHED,C,quarantine,"Claims of universal transcendence-seeking as evidence for spiritual reality are abductive and not empirically verified. | The use of 'g_coupling' as a mathematical formalism may imply a physical model that is not supported. | The prosecution's arguments rely on scriptural authority, which is not universally accepted as evidence.","If soul and spirit are proven to be identical in biblical usage, the distinction fails. | If regeneration is shown to have no effect on spiritual perception, the activation claim fails. | If communion with God is possible without an active human spirit, the necessity of the spirit as interface fails.",Theological anthropology: trichotomy as a coherent model for spiritual experience and regeneration.,"This document argues that humans have a spirit distinct from the soul, which is dormant before regeneration and becomes active after, enabling communion with God. It critiques dichotomism, secular anthropology, and materialism. However, the arguments are primarily theological and scriptural, not empirically proven, so the claims are not established as scientific facts."
H05_Flesh.md,H05_Flesh,The Flesh (Sarx): Sin Nature and Warfare,"The flesh (sarx) is the sin-nature pattern - a real, persistent decoherence attractor in the soul. It cannot be reformed, only crucified. It wars against the spirit until glorification.","Flesh (sarx): The sin nature pattern inherited from Adam, not the physical body (soma). | Decoherence attractor: A state in the soul's dynamics that pulls toward sin, death, and separation from God. | Spirit: The regenerated human spirit, oriented toward God, producing coherence and life. | Crucifixion: The act of identifying with Christ's death, breaking the flesh's dominance. | Glorification: The future state where the flesh is completely eliminated.","The system should treat the flesh as an unreformable, inherited sin nature that requires crucifixion and ongoing Spirit-walking for victory, not self-improvement.",Does not equate the flesh with the physical body. | Does not claim sinless perfection is attainable in this life. | Does not deny human responsibility for yielding to flesh or Spirit. | Does not provide a mechanism for eliminating the flesh before glorification.,"Check that the flesh is defined as a sin nature, not the body. | Check that the flesh is described as inherited from Adam. | Check that the flesh is described as unreformable. | Check that the solution is crucifixion and Spirit-walking, not self-help. | Check that the flesh remains until glorification.","Axioms 100-107 (HF.1-HF.8) as listed in the document. | Scripture references (Romans, Galatians, 2 Corinthians). | Theological sources (Nee, Murray, Lloyd-Jones).","Provides a formalized model of the flesh as a decoherence attractor, enabling integration with dynamical systems language.",Preserves the core theological claim that the flesh is unreformable and requires crucifixion.,"If the flesh is removed, the entire doctrine of sin nature and the need for crucifixion collapses, undermining the case against Pelagianism and self-help.","Theological register: sin nature, crucifixion, Spirit-walking. | Dynamical systems register: attractor, decoherence, counter-force. | Empirical register: universal sin, failure of self-improvement.",coherent,yes,unclear,theological_doctrine,NOT_ESTABLISHED,C,quarantine,"Claims empirical evidence for inherited sin without rigorous data. | Uses mathematical formalism (attractors) without formal proof. | Declares verdicts against Pelagianism, Moral Optimism, Self-Help Gospel as 'guilty' without formal adjudication. | Assumes universal sinfulness based on anecdotal observations.","If humans are born morally neutral, the flesh as inherited sin nature fails. | If the flesh can be reformed, the need for crucifixion is negated. | If believers do not struggle with the flesh, the warfare model is false. | If walking by the Spirit does not produce victory, the strategy fails.","Reduce overstatement by clearly labeling the mathematical formalism as metaphorical, and the empirical claims as theological assertions rather than proven facts.","This document presents the doctrine of the flesh as an inherited sin nature that cannot be reformed but must be crucified, and argues against Pelagianism, moral optimism, and self-help. It uses a mix of theological argument, empirical observation, and mathematical metaphor. The core claims are coherent but not formally proven; the mathematical formalism is illustrative, not rigorous."
H06_Consciousness.md,H06_Consciousness,Consciousness and Phi,Consciousness is integrated information (Phi). Phi > 0 is the mark of a genuine observer. Computers have Phi = 0 and are not conscious. God has Phi = .,"Consciousness: Integrated information, measured by Phi. | Phi (phi): The amount of integrated information in a system. | Information: Differentiation - the system is in one state rather than another. | Integration: The information is unified - the whole is more than the parts. | Observer: A system with Phi > 0 capable of collapsing wave functions. | Simulation: A behavioral replica that does not instantiate the original's properties.","Adopt IIT as the framework for consciousness; treat Phi > 0 as the criterion for consciousness and observer status; reject functionalism, computationalism, and eliminativism; integrate divine consciousness as maximal Phi.",Does not provide a practical method to compute Phi for large systems. | Does not explain the 'hard problem' of why Phi produces subjective experience. | Does not claim that all systems with Phi > 0 are equally conscious; richness varies with Phi. | Does not assert that consciousness is the only factor in quantum collapse; the mechanism remains open.,Check that the definition of consciousness as Phi is consistent with IIT literature. | Verify that the claim 'computers have Phi = 0' is supported by IIT's mathematical framework. | Ensure that the derivation does not conflate simulation with instantiation. | Confirm that the boundary conditions are respected in subsequent arguments.,Axioms 108-114 (HC.1-HC.7) | IIT foundational theory (Tononi) | Quantum measurement theory (for observer function),"Provides a quantitative criterion (Phi) for consciousness, enabling objective distinction between conscious and non-conscious systems, and linking consciousness to quantum observation.","Preserves the reality of human consciousness and its irreducibility to computation, while grounding divine consciousness as maximal.","If Phi is not a valid measure of consciousness, the entire framework collapses, including the observer function and the distinction between humans and computers.",IIT: Phi as integrated information | Quantum mechanics: observer-induced collapse | Theology: divine omniscience as maximal Phi,coherent,partial,unclear,Theoretical identity claim,NOT_ESTABLISHED,C,Quarantine as a theoretical proposal; require further empirical and mathematical validation before integration.,Claims Phi > 0 is necessary and sufficient for consciousness without conclusive empirical evidence. | Asserts computers have Phi = 0 without rigorous computation for real architectures. | Equates divine consciousness with infinite Phi without theological or mathematical justification. | Uses IIT as established fact rather than a contested theory.,"If IIT is falsified or shown to be non-computable for relevant systems. | If a counterexample is found where Phi = 0 but consciousness is present, or vice versa. | If quantum collapse is shown to not require conscious observation.",Refine the axiom to state 'Phi is a proposed measure of consciousness' and avoid absolute claims until further validation.,"This document proposes that consciousness is identical to integrated information (Phi), a measure from IIT. It argues that computers, having Phi = 0, are not conscious, while God has infinite Phi. The document critiques functionalism, computationalism, and eliminativism. However, the identity claim is not proven; it is a theoretical proposal with significant overstatements."
