atom_id,atom_uid,atom_uuid,event_uuid,claim_title,claim_class,lane,event_type,result,proof_label,current_status,rerun_status,artifact_path,source_path,new_path,reviewer,timestamp,meaning,limits
tp:lane4/axioms/ax-part1-ax-core-a2-1,sha256:4e22e0caac6c6a085e1d7d3f7998dd6a438759b3026f1a451b61334f38116a28,,222f94b8-811d-406b-87af-4af8044301f0,A2.1 — Substrate Requirement,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for A2.1 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-a2-2,sha256:da0425f46dadd69063b6ef97f54e25bd3dede9399bdce67a36f41ddda6da95a7,,,A2.2 — Self-Grounding,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row A2.2 as AX_CORE.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-core-a2-2,sha256:da0425f46dadd69063b6ef97f54e25bd3dede9399bdce67a36f41ddda6da95a7,,443d2c1c-7c93-4870-babe-8cfcbd3d7188,A2.2 — Self-Grounding,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for A2.2 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-a2-2,sha256:da0425f46dadd69063b6ef97f54e25bd3dede9399bdce67a36f41ddda6da95a7,,af1cc35b-71f4-4b75-9193-61ca37a9708d,A2.2 — Self-Grounding,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for A2.2 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-a5-1,sha256:9a88177850346770d8ce4926a07f98bdf89e8798851385467f6821fb65cf7df7,,,A5.1 — Observation Requirement,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row A5.1 as AX_CORE.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-core-a5-1,sha256:9a88177850346770d8ce4926a07f98bdf89e8798851385467f6821fb65cf7df7,,51e12736-c5eb-4c5e-b410-a5f9b058679f,A5.1 — Observation Requirement,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for A5.1 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-a5-1,sha256:9a88177850346770d8ce4926a07f98bdf89e8798851385467f6821fb65cf7df7,,86879245-20f3-4b96-bd55-cff5d3b301b9,A5.1 — Observation Requirement,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for A5.1 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-bc4,sha256:a623dc9df08369de59677280a240e61a6d19b8b7e2fcae447934858b49527353,,,BC4 — Three Observers Required,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row BC4 as AX_CORE.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-core-bc4,sha256:a623dc9df08369de59677280a240e61a6d19b8b7e2fcae447934858b49527353,,b30b81d2-ece1-4383-825b-8096a1f12d7a,BC4 — Three Observers Required,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for BC4 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-bc4,sha256:a623dc9df08369de59677280a240e61a6d19b8b7e2fcae447934858b49527353,,27e3789b-6f65-434f-bb28-b6e2af735adb,BC4 — Three Observers Required,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for BC4 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-bc6,sha256:70d476512f901f0d957e6696810236e2cb7f4e019a23194991e035a53a3d04ec,,,BC6 — Infinite Energy Source,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row BC6 as AX_CORE.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-core-bc6,sha256:70d476512f901f0d957e6696810236e2cb7f4e019a23194991e035a53a3d04ec,,518f258a-f4ef-4293-a695-ee7163648991,BC6 — Infinite Energy Source,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for BC6 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-core-bc6,sha256:70d476512f901f0d957e6696810236e2cb7f4e019a23194991e035a53a3d04ec,,0ded07e1-1f96-423c-9766-2da356c515cf,BC6 — Infinite Energy Source,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for BC6 as AX_CORE.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-a1-3,sha256:2482d6f96eb43d5e5ac0e22cc6ca68e3a6e70b529408dfac47304262ad31014b,,,A1.3 — Information Primacy,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row A1.3 as AX_DERIVED.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-derived-a1-3,sha256:2482d6f96eb43d5e5ac0e22cc6ca68e3a6e70b529408dfac47304262ad31014b,,47b35c92-6243-49b2-96b0-c5617b263561,A1.3 — Information Primacy,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for A1.3 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-a1-3,sha256:2482d6f96eb43d5e5ac0e22cc6ca68e3a6e70b529408dfac47304262ad31014b,,44e8d7cd-82d0-4092-ae2c-45cf1cc7b223,A1.3 — Information Primacy,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for A1.3 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-bc2,sha256:97d47020497ba2e699c667cd8d64d6ba68555ce2c1c70cf9f657d13a44688932,,,BC2 — Grace External To System,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate_unanchored,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row BC2 as AX_DERIVED.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-derived-bc2,sha256:97d47020497ba2e699c667cd8d64d6ba68555ce2c1c70cf9f657d13a44688932,,e43afb85-7f32-4dc0-8949-5634947edd7b,BC2 — Grace External To System,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate_unanchored,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for BC2 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-bc2,sha256:97d47020497ba2e699c667cd8d64d6ba68555ce2c1c70cf9f657d13a44688932,,ea1ee644-bcc3-4d10-a2a8-5bed4df10d77,BC2 — Grace External To System,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate_unanchored,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for BC2 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-bc7,sha256:b5915703e0b3bd658438473492cd79b5f258471883a49d31c369f59cf24c9bfa,,,BC7 — Information Conservation,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row BC7 as AX_DERIVED.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-derived-bc7,sha256:b5915703e0b3bd658438473492cd79b5f258471883a49d31c369f59cf24c9bfa,,fe90d1e8-8638-437c-98e2-117e223ada64,BC7 — Information Conservation,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for BC7 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-bc7,sha256:b5915703e0b3bd658438473492cd79b5f258471883a49d31c369f59cf24c9bfa,,d8d2e2cc-f642-40eb-be55-887a81824f7c,BC7 — Information Conservation,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for BC7 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-bc8,sha256:490d545bfdc051707cf1af616ca3c9355619553810afbbac5d1bdf9cc8aae305,,,BC8 — Voluntary Coupling,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row BC8 as AX_DERIVED.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-derived-bc8,sha256:490d545bfdc051707cf1af616ca3c9355619553810afbbac5d1bdf9cc8aae305,,4bd86f05-191e-4bef-b4f8-6243db5b0a3d,BC8 — Voluntary Coupling,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for BC8 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-bc8,sha256:490d545bfdc051707cf1af616ca3c9355619553810afbbac5d1bdf9cc8aae305,,9cc102af-d335-4fe8-add3-e7cb2ae0b7fd,BC8 — Voluntary Coupling,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for BC8 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-t3-1,sha256:4cfcd8c7b2d03ed882838248bca968953929159063f893ee68c9c1453b17bba9,,,T3.1 — Coherence Cannot Self-Increase,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row T3.1 as AX_DERIVED.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-derived-t3-1,sha256:4cfcd8c7b2d03ed882838248bca968953929159063f893ee68c9c1453b17bba9,,a9730c19-922e-43dc-b850-2dd4fdc105d5,T3.1 — Coherence Cannot Self-Increase,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for T3.1 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-derived-t3-1,sha256:4cfcd8c7b2d03ed882838248bca968953929159063f893ee68c9c1453b17bba9,,086ea6e2-ca7f-4274-8bae-b234aa612c51,T3.1 — Coherence Cannot Self-Increase,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for T3.1 as AX_DERIVED.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d1-1,sha256:4e8e79d4997b2bb9c3e99b0d8b8df946a9dc3e4bc0e2a00fc8851c42eef1dc71,,,D1.1 — Information Definition,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row D1.1 as AX_SCAFFOLD.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-scaffold-d1-1,sha256:4e8e79d4997b2bb9c3e99b0d8b8df946a9dc3e4bc0e2a00fc8851c42eef1dc71,,71dac37c-f646-4a32-861c-0567585cfc26,D1.1 — Information Definition,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for D1.1 as AX_SCAFFOLD.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d1-1,sha256:4e8e79d4997b2bb9c3e99b0d8b8df946a9dc3e4bc0e2a00fc8851c42eef1dc71,,715672ce-f072-4e37-aef4-b6fe4d330d70,D1.1 — Information Definition,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for D1.1 as AX_SCAFFOLD.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d1-2,sha256:67bf0ca8a24842bd3ef3f65582b15300edabcbfc614819439e1cf12b02702849,,,D1.2 — Bit Definition,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row D1.2 as AX_SCAFFOLD.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-scaffold-d1-2,sha256:67bf0ca8a24842bd3ef3f65582b15300edabcbfc614819439e1cf12b02702849,,1146b013-742d-4e0a-b7ac-978ab21ea0ac,D1.2 — Bit Definition,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for D1.2 as AX_SCAFFOLD.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d1-2,sha256:67bf0ca8a24842bd3ef3f65582b15300edabcbfc614819439e1cf12b02702849,,6ef6f5c0-b78b-4c12-8444-33e0e0796560,D1.2 — Bit Definition,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for D1.2 as AX_SCAFFOLD.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d10-1,sha256:65db59d8110a42554b78ecafa33e70e71d3e046f887a7e20b6c0d708188f8cec,,,D10.1 — Soul Field Psi_S,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row D10.1 as AX_SCAFFOLD.,Classification import is not proof and does not promote the claim to canon.
tp:lane4/axioms/ax-part1-ax-scaffold-d10-1,sha256:65db59d8110a42554b78ecafa33e70e71d3e046f887a7e20b6c0d708188f8cec,,b02c46b6-3ed1-4972-969c-ca94ad5ae931,D10.1 — Soul Field Psi_S,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:29:36+00:00,Attached Part 1 classification glyphs for D10.1 as AX_SCAFFOLD.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d10-1,sha256:65db59d8110a42554b78ecafa33e70e71d3e046f887a7e20b6c0d708188f8cec,,98aec188-59cd-4fce-b782-7865f8680814,D10.1 — Soul Field Psi_S,classification,Classification,classification_glyphs_attached,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,D:\GitHub\Faith-through-physics-atoms\_docs\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-08-05T05:30:27+00:00,Attached Part 1 classification glyphs for D10.1 as AX_SCAFFOLD.,Glyphs classify and render the atom; they do not prove it.
tp:lane4/axioms/ax-part1-ax-scaffold-d11-1,sha256:1c2fe8f6c40d57124c65ac77dbf3cdf8437744fb0404289ed8a0bfcdb3b02bd0,,,D11.1 — Moral Coherence Definition,classification,Classification,classification_imported,recorded,NOT_ESTABLISHED,active_candidate,not_applicable,O:\_Theophysics_v5\00_AXIOMS\_LOSSLESS_SUMMARY\AXIOMS_PART1_MODE_CLASSIFICATION.md,,,Codex,2026-07-28T19:10:19+00:00,Imported Part 1 mode classification row D11.1 as AX_SCAFFOLD.,Classification import is not proof and does not promote the claim to canon.
