atom_id,title,domain,lane,claim_class,mode_classification,proof_label,status,polarity,motifs,good_terms,bad_terms
tp:lane4/isomorphic-events/iso-deployed-math-light-judgment-001,"Deployed Math, Light, and Judgment Reveal Misalignment",isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,mixed_good_bad,standard_exposure; coherence_alignment; decoherence_corruption,alignment; truth,judgment; misalignment; sin
tp:lane4/isomorphic-events/iso-iso-000,ISO-000 - 24-Property Structural Identity,isomorphic-events,IsomorphicEvents,isomorphic_event,C4_REVIEW_IDENTITY_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,mixed_good_bad,coherence_alignment; decoherence_corruption,good,sin
tp:lane4/isomorphic-events/iso-iso-001,ISO-001 - Gravity ↔ Sin,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,standard_exposure; decoherence_corruption,,collapse; sin
tp:lane4/isomorphic-events/iso-iso-002,ISO-002 - Strong Force ↔ Covenant,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,,love,
tp:lane4/isomorphic-events/iso-iso-003,ISO-003 - Electromagnetism ↔ Truth,isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,mixed_good_bad,standard_exposure; coherence_alignment; decoherence_corruption,truth,collapse
tp:lane4/isomorphic-events/iso-iso-005,ISO-005 - Thermodynamics ↔ Judgment,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,standard_exposure,,judgment
tp:lane4/isomorphic-events/iso-iso-006,ISO-006 - Information Theory ↔ Logos,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,collapse; sin
tp:lane4/isomorphic-events/iso-iso-007,ISO-007 - Quantum Mechanics ↔ Faith,isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,collapse
tp:lane4/isomorphic-events/iso-iso-008,ISO-008 - General Relativity ↔ Grace,isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,restoration,grace,
tp:lane4/isomorphic-events/iso-iso-010,ISO-010 - Coherence ↔ Christ,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,standard_exposure; coherence_alignment,coherence,
tp:lane4/isomorphic-events/iso-iso-011,ISO-011 - Superposition ↔ Mystery/Revelation,isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,collapse
tp:lane4/isomorphic-events/iso-iso-012,ISO-012 - Sign Operator ↔ Moral Orientation,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,coherence_alignment,righteous,
tp:lane4/isomorphic-events/iso-iso-013,ISO-013 - Grace Operator ↔ Theological Grace,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,restoration,grace,
tp:lane4/isomorphic-events/iso-iso-015,ISO-015 - Moral Physics (Coherence),isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,mixed_good_bad,standard_exposure; coherence_alignment; decoherence_corruption,coherence,decoherence
tp:lane4/isomorphic-events/iso-iso-018,ISO-018 - Cosmological Grace (Dynamic DE),isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,restoration,grace,
tp:lane4/isomorphic-events/iso-iso-024,ISO-024 - Worldview Uniqueness (8-BC),isomorphic-events,IsomorphicEvents,isomorphic_event,C0_ANALOGY,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,coherence_alignment,truth,
tp:lane4/isomorphic-events/iso-iso-026,ISO-026 - Addiction ↔ Sin Bondage,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption; propagation,,bondage; sin
tp:lane4/isomorphic-events/iso-iso-027,ISO-027 - Epidemiology ↔ Sin Propagation,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption; propagation,,propagation; sin
tp:lane4/isomorphic-events/iso-iso-032,ISO-032 - Attachment Theory ↔ Prayer/Worship,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,sin
tp:lane4/isomorphic-events/iso-iso-033,ISO-033 - Pharmacology ↔ Grace Mechanics,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,restoration,grace,
tp:lane4/isomorphic-events/iso-iso-034,ISO-034 - Control Theory ↔ Providence,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,sin
tp:lane4/isomorphic-events/iso-iso-038,ISO-038 - Fruits of the Spirit (Love Derivatives),isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,restoration,fruit; love,
tp:lane4/isomorphic-events/iso-iso-040,ISO-040 - Armor of God (Faith Protection),isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,mixed_good_bad,coherence_alignment; decoherence_corruption,coherence; love,decoherence
tp:lane4/isomorphic-events/iso-iso-041,ISO-041 - Grace Derivative Modes (8 Types),isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,restoration,grace; restoration,
tp:lane4/isomorphic-events/iso-iso-042,ISO-042 - Moral Conservation / Atonement,isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,standard_exposure; decoherence_corruption; restoration,,sin
tp:lane4/isomorphic-events/iso-iso-044,ISO-044 - Relativity ↔ Relationship (Law 7),isomorphic-events,IsomorphicEvents,isomorphic_event,C2_PARTIAL_CORRESPONDENCE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,good_alignment,standard_exposure; coherence_alignment,truth,
tp:lane4/isomorphic-events/iso-process-001,PROCESS-001 - BEC ↔ Soteriology (12 stages),isomorphic-events,IsomorphicEvents,isomorphic_event,C3_REVIEW_HOMOMORPHISM_OR_ISOMORPHISM_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,sin
tp:lane4/isomorphic-events/iso-trinity-001,TRINITY-001 - Potential → Pattern → Actualization,isomorphic-events,IsomorphicEvents,isomorphic_event,C4_REVIEW_IDENTITY_CANDIDATE,ISOMORPHIC_EVENT_CANDIDATE,active_candidate,bad_degradation,decoherence_corruption,,collapse
