source_file,source_id,title,axiom,definitions,action,boundary,test,dg1_dependencies,dg2_new_capability,dg3_preserved_floor,dg4_collapse_if_removed,dg5_translation_registers,dg6_state,dg7_admissible,dg8_closure_pass,claim_class,proof_label,grade,recommended_atom_action,overstatement_risks,kill_conditions,lean_target,plain_summary
7Q_EVIDENCE_PROTOCOL.md,7Q_EVIDENCE_PROTOCOL,The 7Q Evidence Protocol  -  Comprehensive Classification,Evidence without explanation is incomplete; explanation without evidence is speculation. Three channels multiply; you cannot compensate for zero in one channel by maxing another.,"Phenomenon Strength (PS): weighted score of reproducibility (0.40), effect size (0.30), and measurement quality (0.30). | Explanatory Depth (ED): weighted score of mechanism clarity (0.40), constraint consistency (0.30), and explanatory scope (0.30). | Experiential Coherence (EC): weighted score of internal consistency (0.25), longitudinal stability (0.25), behavioral transformation (0.25), and intersubjective pattern (0.25). | Completeness Factor (CF): CF = (0.5 + 0.5  ED)  (0.5 + 0.5  EC). | Final Evidence Score (E_final): E_final = PS  CF, with caps applied. | Five Evidence Gates: Identity (E1), Type (E2), Strength (E3), Linkage (E4), Vulnerabilities (E5).","Apply the 7Q protocol to any evidence claim entering the system: classify philosophically, score across three channels, compute completeness and final evidence score, pass through five gates, assess competing models, audit the chain, and derive truth score contributions.",Does not guarantee truth; it guarantees transparency. | Does not itself provide evidence; it classifies and weighs evidence. | Does not replace domain-specific expertise; it provides a structured framework. | Does not assign absolute truth values; it produces scores and flags.,"For any evidence claim, verify that all three channels (PS, ED, EC) are scored and multiplied, not added. | Verify that the why-penalty is applied when ED < 0.3. | Verify that the no-lived-validity flag is raised when EC < 0.1. | Verify that all five gates are addressed in sequence. | Verify that the final evidence score is computed as PS  CF with caps applied.",None explicitly; it is a meta-protocol for evaluating evidence claims.,"Provides a rigorous, transparent, and multi-dimensional classification and scoring system for evidence claims, enabling consistent evaluation across domains.",Preserves the requirement that evidence must be both explained and lived; unexplained or unlived evidence is penalized mathematically.,"Without this protocol, evidence evaluation becomes ad hoc and lacks transparency; the system loses a standardized method for weighing claims.","Evidence classification (ontological status, epistemological mode, inquiry type, scope, cross-domain status) | Three-channel scoring (PS, ED, EC) | Completeness factor and final evidence score | Five evidence gates (E1-E5) | Competing models assessment | Evidence chain audit | Truth score contribution (S/E/L/D/P/C)",coherent,yes,yes,methodological_protocol,NOT_ESTABLISHED,B,adopt_as_protocol,"The protocol's scoring formulas are presented as definitive but are not empirically validated. | The multiplicative nature of channels is asserted without justification. | The caps (e.g., ED < 0.3 -> cap at 0.50) are arbitrary and not derived from evidence. | The protocol claims to be 'comprehensive' but may not cover all evidence types.","If the protocol is used to claim that its scores are objective truth rather than heuristic tools. | If the protocol is applied without domain expertise, leading to misclassification. | If the protocol is used to reject evidence solely based on low scores without considering context.","A transparent, structured method for evaluating evidence claims, with clear scoring and flags, but not a proof of any specific claim.","This document defines a comprehensive protocol for classifying and scoring evidence claims. It introduces three channels (Phenomenon Strength, Explanatory Depth, Experiential Coherence) that multiply to produce a final evidence score, along with five gates for evaluating evidence quality. The protocol emphasizes that unexplained or unlived evidence is incomplete and should be penalized. It is a methodological framework, not a proof of any particular claim."
7Q_FORWARD_CLASSIFIER.md,7Q_FORWARD_CLASSIFIER,The 7 Questions  -  Universal Classifier (Forward) v2.0,"Every scientific object must be classified by seven ordered questions: identity, domain, claim, evidence, dependency, consequence, and falsification.","Q1 Identity: What the object is, its stability, authorship, and mathematical content. | Q2 Domain: The scientific or framework domain, subdomain, scale, regime, and cross-domain mappings. | Q3 Claim: The precise assertion, claim type, strength, and framework-specific predictions. | Q4 Evidence: The supporting evidence types, independence, replication status, and experimental data. | Q5 Dependency: The upstream axioms, laws, definitions, and assumptions required. | Q6 Consequence: The downstream implications, predictions, and forced framework elements. | Q7 Falsification: The conditions that would kill the object, collapse severity, and debate status.","Apply the seven questions in order to any scientific object to classify it, and optionally use the reverse flow for proof attempts.",Does not itself classify any specific object. | Does not provide evidence for any scientific claim. | Does not establish the truth of any framework-specific assertion. | Does not define the content of the Ten Laws or Master Equation variables beyond naming them.,Check that all seven questions are answered for a given object. | Verify that the classification fields match the object's properties. | Ensure that Q7 (falsification) is always specified for any object classified.,None explicitly required; the classifier is a meta-template.,"Provides a standardized, universal classification schema for any scientific object, including fields for evidence, dependencies, and falsification.","Preserves the ability to describe any object's identity, domain, claim, evidence, dependencies, consequences, and falsification conditions.","Without this classifier, objects lack a consistent classification structure, but the underlying objects and their properties remain unaffected.","Q1 Identity -> entity_type, status, origin | Q2 Domain -> domain, subdomain, scale, regime | Q3 Claim -> claim_type, certainty_type, mathematical_form | Q4 Evidence -> evidence_type, independent_lines, experimental_data | Q5 Dependency -> depends_on, axiom_dependencies, derivation | Q6 Consequence -> enables, implies, predicts | Q7 Falsification -> falsification, kill_conditions, collapse_scope",coherent,yes,yes,procedural_template,NOT_ESTABLISHED,B,adopt_as_template,"The classifier is presented as 'universal' but is not proven to cover all possible scientific objects. | The reverse flow is labeled as a proof method but is not a formal proof technique. | The template includes fields for framework-specific concepts (e.g., Master Equation) that may not apply to all domains.","If a scientific object cannot be classified using the seven questions, the classifier's universality is falsified. | If the reverse flow is shown to produce false proofs, its validity as a proof strategy is undermined.",Formalize the classifier as a schema and validate its applicability across diverse scientific domains.,"This document defines a universal classifier for scientific objects, consisting of seven ordered questions covering identity, domain, claim, evidence, dependency, consequence, and falsification. It provides a detailed YAML schema for each question and describes both forward (classification) and reverse (proof) flows. The classifier is a procedural template, not a scientific claim itself, and its universality is asserted but not formally proven."
7Q_INFERENCE_PROMPT.md,7Q_INFERENCE_PROMPT,7Q Adversarial Inference Prompt,"Adversarial structural testing of a claim yields a surviving insight, failure points, and a knowledge graph, without returning the worksheet.","Adversarial: aggressively but fairly testing a claim using a seven-part framework. | Surviving insight: the strongest precise version of the claim after analysis. | Failure points: the strongest reasons the claim could fail, each named by death type. | Knowledge graph: graph-ready nodes and edges representing claims, dependencies, predictions, etc.","When given a claim, apply the seven-part adversarial framework internally and return only the specified inference layer outputs, including a knowledge graph YAML.","Does not return the worksheet or the full reasoning process. | Does not validate the claim; it only tests structure and separates survival from death. | Does not dismiss unconventional claims solely for being unconventional. | Does not conflate lack of evidence with disproof, or coherence with truth.","Check that the output contains all required sections: Core Claim, Best Surviving Version, Type/Domain, Upstream Dependencies, Downstream Consequences, Primary Failure Points, What Survives, What Dies, Robustness Estimate, Scientific Extraction, Knowledge Graph YAML, Executive Summary. | Check that the knowledge graph YAML is syntactically valid and uses allowed node types and edge relations. | Check that the robustness estimate separates lack of evidence from disproof and conceptual coherence from empirical support. | Check that the analysis does not return the worksheet or full reasoning.",An LLM capable of following complex instructions and performing internal reasoning. | The user provides a claim to analyze. | The prompt's rules and output format are followed.,"Provides a structured, adversarial method for analyzing any claim, producing a knowledge graph and separating surviving from dead parts.",The prompt itself remains a reusable instruction set; it does not depend on any specific claim.,"Without this prompt, there is no standardized adversarial inference protocol; the capability to systematically test claims and extract knowledge graphs is lost.",LLM instruction | Adversarial reasoning framework | Knowledge graph schema,coherent,yes,yes,Methodological instruction,NOT_ESTABLISHED,B,Preserve as a reusable prompt template; do not treat as a validated scientific method.,Claiming that the prompt guarantees valid or true insights. | Assuming the output knowledge graph is complete or accurate. | Treating the robustness estimate as a formal measure.,If the prompt is shown to be ineffective in producing coherent outputs. | If the output format is not followed consistently. | If the framework is logically incoherent.,Formalize the seven-part framework as a Lean structure for checking the internal consistency of the reasoning steps.,"This document is a prompt template for adversarial analysis of claims. It defines a seven-part framework and an output format that returns only the inference layer, including a knowledge graph. It is a methodological tool, not a scientific claim, and its effectiveness is not formally proven."
7Q_MECHANISM_MAP_PHYSICS.md,7Q_MECHANISM_MAP_PHYSICS,7Q Mechanism Map  -  Physics Instantiation,"Every claim must be processed through the seven invariant questions (Q0 - Q7) to determine its truth score, with the mechanism never changing across domains; only the vocabulary adapts.","Q0 Posture Check: Determines whether the investigator is in advocacy or puzzlement mode; advocacy flags bias but does not kill the claim. | Q1 Identity: Fixes the object's entity type, physics type, formalism, master equation variable, and symmetry pair to prevent identity drift. | Q2 Location: Fixes the domain, subdomain, scale, regime, and isomorphism status (ISO-CONFIRMED, ISO-PARALLEL, ISO-ANALOGY) to prevent context drift. | Q3 Assertion: Pins the claim type, precision level, certainty, and physics-specific fields; must be precise enough to negate. | Q4 Evidence: Three-channel evidence (PS  CF) that multiplies; zero in one channel kills the score. | Q5 Dependencies: Analyzes the dependency chain to identify hidden assumptions and the axiom floor. | Q6 Consequences: Maps predictions into confirmed, untested, decisive, or failed categories. | Q7 Falsification: Names kill conditions using five universal death types and domain-specific kill conditions. | Truth Score: T = mean(S, E, L, D, P, C) where S=Survivability, E=Evidence, L=Logic, D=Dependencies, P=Predictions, C=Coherence.","When any claim enters the system, apply Q0 - Q7 in order, compute the truth score, and output a verdict (ALIVE, DEAD, or OPEN) based on the score and kill conditions.","Does not provide a formal proof of the mechanism's correctness. | Does not specify the exact formulas for PS and CF in the evidence channel. | Does not define how to compute S, E, L, D, P, C precisely beyond the mean formula. | Does not list all possible domain-specific kill conditions for every field. | Does not claim that the mechanism is complete or that it guarantees truth.","For any claim, verify that each of Q0 - Q7 is answered with the defined vocabulary. | Check that the claim can be negated (Q3 test). | Verify that kill conditions are named and testable (Q7). | Compute the truth score and compare to the confidence level table.",The document depends on the existence of a claim to evaluate. | It depends on the definitions of the seven questions and their invariant functions. | It depends on the truth score formula and the confidence level thresholds.,"Provides a structured, domain-adaptable framework for evaluating claims across physics and other fields, with explicit kill conditions and a truth score.",Preserves the invariant core of the 7Q mechanism: the seven questions and the truth score formula remain unchanged across domains.,"If the 7Q mechanism is removed, there is no systematic method for evaluating claims, leading to ad-hoc analysis and potential bias.","Physics vocabulary: entity types, physics types, formalisms, master equation variables, symmetry pairs. | Domain-specific subdomains, scales, regimes, and isomorphism statuses. | Claim types, precision levels, certainty levels, and physics-specific fields. | Evidence channels and prediction categories. | Kill conditions: five universal death types and domain-specific conditions.",coherent,yes,unclear,methodological framework,NOT_ESTABLISHED,C,"Adopt as a structured heuristic for claim evaluation, but do not treat as a proven or complete method.","Claims that the mechanism is 'complete' or 'universal' without formal proof. | The truth score formula is presented as objective but lacks precise definitions for its components. | The document implies that the mechanism can determine truth, but it only provides a heuristic score.",If the truth score formula is shown to be inconsistent or arbitrary. | If the mechanism fails to handle a known class of claims. | If the evidence channels (PS and CF) are not defined precisely enough to be computed.,"A formal specification of the 7Q mechanism with precise definitions for all components, and a proof of its effectiveness or a clear statement of its limitations.","This document describes a seven-question framework (Q0 - Q7) for evaluating claims, with a truth score computed from six variables. It is designed to be domain-adaptable, but it is not formally proven and lacks precise definitions for some components. It should be treated as a structured heuristic, not a definitive method."
7Q_NEW_SCIENTIFIC_METHOD.md,7Q_NEW_SCIENTIFIC_METHOD,The New Scientific Method  -  Housed in the 7Q Framework,"Truth emerges from destruction, not confirmation; inquiry must include the why layer and epistemic humility.","Destruction-first: starting inquiry by attempting to falsify all plausible models. | Why layer: formal inquiry into mechanistic, statistical, teleological, constraint, and ontological causes. | Q0: the precondition that the inquirer cannot be the ground of inquiry; arrive with humility. | Model death: a model is provisionally accepted only if it survives all attempts to kill it. | Cross-domain coherence: a model must hold across physics, mathematics, logic, information theory, and metaphysics.","When conducting scientific inquiry, generate competing models, attempt to falsify them, ask why at multiple levels, check cross-domain coherence, and maintain epistemic humility.",Does not claim to replace all scientific practice; it is a framework for inquiry. | Does not guarantee that asking why will produce breakthroughs. | Does not provide a formal algorithm for generating models or testing them. | Does not claim that teleological or ontological why answers are always testable.,"Check that inquiry starts with destruction, not confirmation. | Check that multiple competing models are generated and tested. | Check that the why layer is explicitly addressed (mechanistic, statistical, teleological, constraint, ontological). | Check that cross-domain coherence is evaluated. | Check that Q0 humility is acknowledged.",7Q_FORWARD_CLASSIFIER.md | 7Q_REVERSE_PROOF.md,"Provides a destruction-first, why-inclusive scientific method framework that formalizes model competition and epistemic humility.","Preserves the core of empirical testing and falsification, but expands it to include multiple death conditions and cross-domain coherence.","If removed, the framework loses its distinctive destruction-first and why-inclusive approach, reverting to a more traditional hypothesis-confirmation method.",Scientific method | Epistemology | Inquiry framework,coherent,yes,unclear,methodological framework,NOT_ESTABLISHED,C,preserve as a methodological proposal; do not treat as empirically verified,"Claims historical evidence demonstrates that asking why is the engine of discovery, but this is an interpretation, not a controlled study. | Claims the traditional method has no why layer, but some fields do address why informally. | Claims the new method closes the gap, but it does not provide a formal proof of efficacy.",If the why layer admits untestable speculative answers without constraint. | If the method fails to produce better scientific outcomes in practice. | If the historical evidence is shown to be cherry-picked or misrepresented.,"A methodological proposal for destruction-first, why-inclusive inquiry; not a proven replacement for the scientific method.","This document proposes a new scientific method based on the 7Q framework, emphasizing destruction-first inquiry, mandatory model competition, and a formal why layer. It argues that the traditional method's avoidance of why is a structural gap and that asking why drives breakthroughs. The method includes Q0 humility, five death conditions, multi-dimensional evaluation, and cross-domain coherence. However, it is a proposal, not an empirically validated method, and its historical claims are interpretive."
7Q_REVERSE_PROOF.md,7Q_REVERSE_PROOF,The 7 Questions  -  Proof Engine (Reverse),A claim is proven only if it survives exhaustive elimination of all possible death conditions.,"Death condition: any falsification attempt, self-refutation, infinite regress, empirical contradiction, logical incoherence, or unsupported assertion. | Survivor: the claim that remains after all death conditions have been tested and eliminated. | Forced consequence: a necessary implication of the survivor that cannot be avoided. | Exhaustive elimination: the process of testing every defined death condition without holding back.","Apply the 7Q Reverse protocol to any scientific claim: start with destruction, then force, ground, support, state, generalize, and name.",Does not guarantee that all death conditions have been enumerated; exhaustive is aspirational. | Does not replace empirical evidence; evidence is used only after survival. | Does not prove a claim is true; it proves it survived the tested death conditions. | Does not provide a formal logical proof system; it is a methodological template.,"Check that all death conditions are explicitly listed and tested. | Verify that the survivor's forced consequences are logically entailed. | Confirm that evidence is presented after survival, not before. | Ensure the claim is stated only after survival is established. | Check that the final identity is derived from the survival process.",The concept of falsification and death conditions. | The logical principle of elimination (modus tollens). | The scientific method as a baseline for contrast.,"Provides a structured reverse method for proving claims by exhaustive elimination, shifting from confirmation to destruction.","Preserves the core scientific value of falsifiability and evidence, but reorders their role.","If the death-condition-first approach is removed, the method collapses into traditional hypothesis testing, losing its distinctive reverse proof structure.",Scientific method | Falsificationism | Eliminative induction,coherent,yes,unclear,methodological,NOT_ESTABLISHED,C,preserve as methodological template; do not treat as proven scientific law,Claims to 'prove anything' without formal proof. | Assumes exhaustive elimination is achievable in practice. | May overstate the power of survival as proof. | The method itself is not empirically validated.,"If exhaustive elimination is impossible, the method fails. | If survival does not imply truth, the method is invalid. | If the method cannot be applied to real scientific claims, it is vacuous.",Formalize the elimination process as a logical framework; test on historical scientific claims.,"This document proposes a reverse scientific method: instead of confirming a hypothesis, you first try to kill it by listing all possible death conditions. Whatever survives is considered proven. The method is presented as a template with seven steps, but it is not a formal proof system and its claims of exhaustive proof are not established."
7Q_UNIVERSAL_KERNEL.md,7Q_UNIVERSAL_KERNEL,The 7 Questions  -  Universal Kernel,"Every claim can be classified or proven by running seven invariant questions in forward or reverse order, with evidence scored as PS  CF and falsification via five universal death types.","Q0 Posture: declaration of worldview, epistemology, priors, and off-ramp before inquiry. | Q1 Identity: what the thing is, its entity type, axiom class, status, origin. | Q2 Location: domain, subdomain, scale, and cross-domain mappings. | Q3 Assertion: precise claim, negation, boundary, claim type, precision level. | Q4 Evidence: three channels (PS, ED, EC) multiplied to E_final = PS  CF. | Q5 Dependency: upstream dependencies, assumptions, boundary conditions, terminus type. | Q6 Consequence: what the claim enables, implies, predicts, and forces. | Q7 Falsification: five death types (self-refutation, infinite regress, empirical contradiction, logical incoherence, explanatory failure). | PS: Phenomenon Strength = reproducibility0.40 + effect_size0.30 + measurement_quality0.30. | ED: Explanatory Depth = mechanism0.40 + constraints0.30 + scope0.30. | EC: Experiential Coherence = consistency0.25 + stability0.25 + transformation0.25 + pattern0.25. | CF: Coherence Factor = (0.5 + 0.5ED)  (0.5 + 0.5EC). | E_final: Final Evidence Score = PS  CF, with caps and flags. | Death types: universal falsification categories. | Domain plugin: extension slots for domain-specific fields.","When classifying or proving any claim, load the 7Q kernel, select a domain plugin, and run the seven questions in the chosen direction, scoring evidence and applying death tests.",Does not provide domain-specific content; requires a domain plugin. | Does not itself prove or classify any specific claim. | Does not define what counts as a valid domain plugin beyond the schema. | Does not specify how to resolve conflicts between death tests. | Does not guarantee that the truth score formula is empirically validated.,"For any claim, can the seven questions be applied without changing the kernel | Does the evidence scoring formula produce a number between 0 and 1 | Are all five death types applicable to any claim | Does the kernel produce the same structure regardless of domain | Can the kernel be run in both forward and reverse directions","Domain plugins (physics, biology, theology, etc.) | User-provided Q0 posture declaration | Evidence data for PS, ED, EC scoring | Definition of death types as universal","Provides a universal, domain-agnostic framework for classifying or proving any claim using seven invariant questions and a multiplicative evidence model.","Preserves the ability to evaluate claims across domains with a consistent structure, including falsification and evidence scoring.","Without the kernel, there is no unified method for applying 7Q across domains; each domain would need its own ad-hoc process, losing cross-domain comparability.","Forward classification: Q1->Q2->Q3->Q4->Q5->Q6->Q7 | Reverse proof: Q7->Q6->Q5->Q4->Q3->Q2->Q1 | Evidence scoring: PS, ED, EC, CF, E_final | Death types: self_refutation, infinite_regress, empirical_contradiction, logical_incoherence, explanatory_failure",coherent,yes,yes,methodological_framework,NOT_ESTABLISHED,C,preserve_as_template,Claims universality without empirical validation. | Assumes the five death types are exhaustive and universal. | Assumes the evidence formula is valid across all domains. | Uses 'isomorphism' language that may overstate structural equivalence. | The truth score integration is not derived from evidence.,If a domain exists where the seven questions cannot be applied. | If a claim survives all five death types but is still false. | If the evidence formula produces inconsistent results across domains. | If the kernel fails to classify a known valid claim.,"A methodological template for structured inquiry, not a scientific theory.","This document defines a universal framework called the 7Q Kernel, which uses seven questions (identity, location, assertion, evidence, dependency, consequence, falsification) to classify or prove any claim in any domain. It includes a detailed evidence scoring system and a list of universal failure modes. The kernel is intended as an invariant structure that domain plugins extend. However, its universality and the validity of its scoring formulas are not empirically established; it is a proposed methodology rather than a proven system."
7Q_WALKTHROUGH.md,7Q_WALKTHROUGH,7Q Walkthrough  -  Step by Step Through the Machine,"Every claim carries its own death warrant; the 7Q process is the irreducible method for evaluating any claim by fixing identity, location, assertion, evidence, dependencies, consequences, and falsification conditions.","7Q: The seven-question evaluation process: Q0 posture, Q1 identity, Q2 location, Q3 assertion, Q4 evidence, Q5 dependencies, Q6 consequences, Q7 falsification. | chi-field: A scalar field coupled to spacetime curvature, proposed to explain dark energy and consciousness. | DESI DR2: Dark Energy Spectroscopic Instrument Data Release 2, providing a 4.2 signal for evolving equation of state. | Ghost freedom: The property of a field theory having no negative-probability states; single-field ghost freedom is proven, multi-component (10 DOF) is not. | ISO-PARALLEL: A cross-domain status indicating a parallel structure but not yet confirmed. | E_final: The final evidence score computed as PS  CF, where CF = (0.5 + 0.5ED)  (0.5 + 0.5EC).","Apply the 7Q process to any claim, producing a fixed identity, domain, assertion, evidence score, dependency chain, prediction map, and kill conditions, then compute a composite truth score.",Does not prove or disprove the chi-field hypothesis; it only evaluates it. | Does not replace domain-specific scientific validation. | Does not claim the 7Q process itself is infallible. | Does not assert that the chi-field is responsible for dark energy; it only assesses the claim's current status.,"For any claim, verify that Q1-Q7 are answered and that the negation test is passed. | Check that the evidence score E_final is computed as PS  CF with CF = (0.5 + 0.5ED)  (0.5 + 0.5EC). | Verify that the dependency chain is traced to axioms and that hidden assumptions are listed. | Verify that kill conditions are named and that the final truth score is computed as the mean of the six component scores.",General Relativity | Quantum Field Theory | Shannon Information Theory | Axiom A1.1: Existence | Axiom A1.3: Information Primacy | Law L10: C = Coherence -> Christ,"Provides a step-by-step walkthrough of the 7Q evaluation process, demonstrating how to apply it to a specific claim and compute a truth score.",Preserves the 7Q evaluation framework and its scoring methodology as described in the document.,"If this walkthrough is removed, the 7Q process remains defined elsewhere, but the concrete example and scoring details would be lost, reducing clarity and reproducibility.",7Q process | chi-field hypothesis | DESI DR2 | Euclid mission | Ghost freedom,coherent,yes,yes,methodology walkthrough,NARRATIVE_ANCHOR,B,preserve as a canonical example of the 7Q process; do not treat as evidence for the chi-field hypothesis.,"The document's final verdict 'ALIVE. TENTATIVE' could be misread as endorsing the chi-field hypothesis. | The truth score 0.680 is a heuristic, not a rigorous proof. | The walkthrough's clarity might be mistaken for scientific validation.","If the 7Q process is shown to be logically inconsistent, the walkthrough loses its instructional value. | If the chi-field hypothesis is empirically falsified, the example becomes obsolete but the process remains valid. | If the scoring methodology is arbitrary, the walkthrough's credibility is undermined.","The 7Q process as a method for evaluating claims, not the chi-field hypothesis itself.","This document walks through the 7Q evaluation process using the chi-field dark energy claim as an example. It scores each question, computes a truth score of 0.680 (TENTATIVE), and identifies hidden assumptions and open kill conditions. It is a methodological walkthrough, not a proof of the claim."
Appendix_B.md,Appendix_B,The Hubble Gradient Function H(z),"The measured Hubble constant H is frame-dependent and varies with redshift according to the structure fraction f_s(z), following H(z) = H_thermal + H * f_s(z).","H_thermal = 67.4 km/s/Mpc (Planck 2018 CMB value) | H_local = 73.5 km/s/Mpc (SH0ES local distance ladder value) | H = H_local - H_thermal = 6.1 km/s/Mpc | f_s(z) = structure fraction: fraction of baryonic matter in gravitationally collapsed, thermodynamically structured systems at redshift z | z_t = transition redshift where f_s(z_t) = 0.5 |  = steepness parameter of the logistic transition","Use Eq. B.1 to predict H at various redshifts, with parameters derived from structure formation data, and test against model-independent distance ladder measurements.",Does not derive the thermodynamic reference frame from first principles. | Does not prove structure formation is the correct variable. | Does not replace CDM; standard cosmology is recovered as a special case. | Does not claim certainty about z_t and ; they are testable predictions.,Compare predicted H(z) with direct distance ladder measurements at z > 1 (not BAO). | Check if best-fit z_t and  from Hubble data fall within allowed ranges and are consistent with structure formation data. | Falsification if H(z > 3) > 70 km/s/Mpc for any allowed parameter combination.,"Planck 2018 H_thermal = 67.4 | SH0ES H_local = 73.5 | Structure formation simulations (Illustris-TNG, EAGLE, FLAMINGO) for z_t and  ranges | Standard Friedmann equation as baseline","Provides a quantitative, testable prediction for the redshift dependence of the Hubble constant, offering a potential resolution to the Hubble tension without modifying gravity or adding particles.",Preserves all predictions of GR and CDM within each reference frame; standard cosmology is recovered at z=0.,"Without this appendix, the paper's claim of resolving the Hubble tension lacks a concrete, testable functional form and would remain a qualitative hypothesis.",H(z) as a function of redshift | Structure fraction f_s(z) | Parameters z_t and ,coherent,yes,yes,testable physical hypothesis,NOT_ESTABLISHED,C,test,"The functional form is assumed, not derived from first principles. | The parameters z_t and  are not precisely known; the allowed ranges are broad. | The claim that H(z) is frame-dependent is an interpretation, not proven. | BAO measurements are model-dependent and may not directly test the gradient.","KC-B1: Best-fit z_t outside [0.5, 5.0] | KC-B2: Best-fit  outside [0.5, 4.0] | KC-B3: H(z > 3) > 70 km/s/Mpc | KC-B4: Best-fit z_t and  inconsistent with structure formation data (>3) | KC-B5: Direct distance ladder at z > 1 shows H > 72","A lean formalization would focus on the algebraic definition of H(z) and the parameter constraints, without asserting the physical interpretation as proven.","This appendix proposes a mathematical function for how the measured Hubble constant varies with redshift, based on the idea that the 'ruler' used to measure expansion depends on the fraction of matter that has formed structures. It provides specific predictions and falsification criteria, but the underlying physical interpretation is not derived from first principles and the parameters are not precisely known."
Appendix_D.md,Appendix_D,The Full Framework: Information-Density Time Coupling and the Consciousness Contribution,Spacetime emerges from information; information density affects clock rates; structure formation and consciousness increase coherent information density; sin and grace are information operations.,"Information density rho_info(t) = I_coherent(t) / V_horizon(t), where I_coherent is total coherent (low-entropy, structured) information content and V_horizon is comoving horizon volume. | Coherent information: structured, low-entropy, meaningful pattern; distinct from entropy. | Consciousness: an information generator operating at rates vastly exceeding non-conscious processes. | Sin: introduction of noise into a coherent signal, increasing local entropy. | Grace: injection of coherent information into a corrupted system from outside, decreasing local entropy.","Propose a mechanism linking information density to time flow, and use it to explain the Hubble gradient and Tolman scaling; treat sin and grace as information operations with cosmological effects.",Does not claim consciousness created the universe. | Does not claim prayer measurably alters the Hubble constant at human scales. | Does not claim to replace general relativity. | Does not claim certainty; provides kill conditions. | Main paper and Appendix B stand alone without this appendix.,"KC-D1: If rho_info does not correlate with any measurable cosmological parameter, the mechanism fails. | KC-D2: If Tolman test deviates from (1+z)^-4 at high precision, the framework fails. | KC-D3: If consciousness has no measurable effect on local information density, the consciousness claim collapses. | KC-D4: If PROP-COSMOS correlations are artifacts of bias, the grace-insertion claim fails. | KC-D5: If a purely mechanistic model reproduces Tolman without information-density coupling, this appendix is unnecessary.","Main paper (emergent distance framework) | Appendix B (functional form for H0(z)) | Tolman surface brightness observations | Holographic principle (Bekenstein, Bousso, Susskind) | Information integration theory of consciousness (Tononi)",Provides a mechanism (information-density time coupling) to explain why structure fraction affects measured expansion rate and to recover Tolman scaling.,Preserves the falsifiable predictions of the main paper and Appendix B; Tolman scaling is recovered.,The main paper and Appendix B remain intact; this appendix is explicitly optional context. The Hubble gradient prediction does not collapse without it.,Information density -> clock rate | Structure formation -> information density increase | Consciousness -> information generation rate | Sin/grace -> entropy change operations,defective,no,no,theological_physics_bridge,NOT_ESTABLISHED,D,quarantine,"Claims sin and grace physically alter time flow without empirical support. | Prophetic event correlations (11/11, p<10^-8) are asserted without independent verification. | Consciousness contribution to information density is speculative and not quantified. | Information-density time coupling is introduced ad hoc to fix Tolman scaling.",KC-D1: rho_info cosmologically inert | KC-D2: Tolman deviates from (1+z)^-4 | KC-D3: consciousness has no measurable effect on rho_info | KC-D4: PROP-COSMOS correlations shown as artifacts | KC-D5: mechanistic model reproduces Tolman without information coupling,Main paper and Appendix B only; exclude Appendix D from physics claims.,"This appendix proposes that information density affects time flow, explaining the Hubble gradient and Tolman scaling, and extends to consciousness, sin, and grace as information operations. It is explicitly optional and not required for the main paper. The claims are speculative and lack empirical support; the document itself provides kill conditions. It should be quarantined from physics claims."
