source_file,source_id,title,axiom,definitions,action,boundary,test,dg1_dependencies,dg2_new_capability,dg3_preserved_floor,dg4_collapse_if_removed,dg5_translation_registers,dg6_state,dg7_admissible,dg8_closure_pass,claim_class,proof_label,grade,recommended_atom_action,overstatement_risks,kill_conditions,lean_target,plain_summary
galaxy_rotation_curves.md,galaxy_rotation_curves,galaxy_rotation_curves.ipynb,"The chi-field modified gravity model must produce galaxy rotation curves consistent with observations without invoking dark matter, using the same coupling constant xi constrained by the Hubble tension test.","chi-field: a coherence field that modifies effective gravitational constant G_eff depending on local mass density. | G_eff: effective gravitational constant, position-dependent due to chi-field coupling. | rotation curve: observed orbital velocity v(r) of stars as a function of radius r from galactic center. | xi: chi-field coupling constant, constrained by Hubble tension test.","Compute chi-field predictions for galaxy rotation curves and compare to observed data, using xi from Hubble tension constraints.",Does not prove chi-field is the correct explanation for dark matter. | Does not claim superiority over dark matter models without full error analysis. | Does not extend to all galaxy types or full observational error bars. | Does not claim direct detection of chi-field.,Fit xi to observed rotation curves and check if flat curves are reproduced. | Compare chi-field fits to dark matter halo fits using standard metrics. | Verify that the same xi value used for Hubble tension also produces acceptable rotation curves. | Check consistency with DESI data as part of broader cosmological tests.,Chi-field Lagrangian and modified gravity equations. | Hubble tension test constraints on xi. | Observational rotation curve data for well-measured galaxies.,"Provides a dark matter alternative explanation for flat rotation curves using a single coupling constant xi, linking to Hubble tension resolution.",Preserves the standard Newtonian gravity in high-density regions where chi-field effects are negligible.,"If removed, the chi-field framework loses a key observational test supporting its viability as a dark matter alternative.",Rotation curve data | Chi-field coupling constant xi | Effective gravitational constant G_eff,coherent,partial,unclear,empirical consistency claim,COLAB_REPRODUCIBLE,C,Preserve as a testable prediction; require full error analysis before stronger claims.,Claiming chi-field is proven by rotation curves without full error analysis. | Overinterpreting consistency as evidence for chi-field over dark matter. | Assuming xi from Hubble tension directly applies without detailed fitting.,"If rotation curve fits fail with xi constrained by Hubble tension. | If chi-field predictions are inconsistent with high-precision rotation curve data. | If alternative explanations (e.g., baryonic effects) fully account for flat curves without chi-field.","A lean claim: 'The chi-field model is consistent with observed galaxy rotation curves using a single coupling constant xi, but does not uniquely prove the model.'","This document describes a Colab notebook that tests the chi-field modified gravity model against galaxy rotation curves. It claims that the chi-field can produce flat rotation curves without dark matter, using the same coupling constant xi that resolves the Hubble tension. However, the document itself acknowledges that this is a consistency check, not a proof, and that more detailed fitting with error bars is needed. The node captures the model's prediction and test, but marks it as partial admissibility due to lack of full error analysis."
generate_all_charts.md,generate_all_charts,generate_all_charts.ipynb,"All project visualizations shall be generated from a single, unified chart-generation notebook that imports all data and produces a consistent, publication-ready output suite.","Chart generation notebook: a single Colab notebook that produces all visualizations for the project in one execution. | Publication-ready output: PNG files at 300 DPI, organized into subdirectories by category. | Consistent formatting: uniform naming, sizing, and styling across all generated charts.","Execute generate_all_charts.ipynb to generate all project charts, saving them to /content/charts/ in PNG format at 300 DPI, organized into field_theory/, lagrangian/, biblical/, and summary/ subdirectories.",Does not perform any new scientific analysis or testing; it only visualizes existing data. | Does not modify or validate the underlying data; it assumes data is already generated and available. | Does not produce interactive charts; output is static PNG files.,"Run the notebook and verify that all expected chart files are created in the specified directories. | Check that each chart is in PNG format and has a resolution of 300 DPI. | Spot-check a sample of charts to ensure they match the expected visualizations (e.g., energy conservation plot is flat).","All data-generating notebooks (e.g., field theory simulations, Lagrangian mechanics tests, biblical empirical tests) must have been run and their outputs saved. | The notebook must be run in a Google Colab environment with access to the project data files.","Provides a single-entry-point production pipeline for generating all visualizations, enabling consistent, publication-ready output without needing to run multiple notebooks.","Preserves the ability to generate each individual chart as before; the notebook aggregates existing visualization code, not replacing it.","If removed, the project loses a centralized chart generation capability, forcing users to run multiple notebooks or manually assemble charts, increasing effort and inconsistency risk.",Chart generation pipeline | Publication-ready output | Visualization consistency,coherent,yes,yes,operational_pipeline,NOT_ESTABLISHED,C,preserve_as_operational_tool,"The document claims the notebook produces 'publication-ready' output, but no evidence of actual publication or peer review is provided. | The phrase 'all visualizations' may overstate coverage if some charts are not included or if new tests are added later.",If the notebook fails to generate all expected charts when run on current data. | If the output charts are not consistent in format or resolution.,"A script that generates all charts from a single command, with a manifest of expected outputs.","This document describes a Colab notebook that generates all project visualizations in one run, saving them as high-resolution PNGs. It is an operational tool, not a scientific claim, and its value depends on the underlying data and tests."
H07_ConscBounds.md,H07_ConscBounds,The Bounds of Consciousness,"Human consciousness is bounded but expandable: Phi_human in [Phi_min, Phi_natural_max], expandable via grace () to Phi_graced, and maximized at glorification to Phi_glorified, with Phi_glorified < Phi_God = .","Phi (Phi): A measure of integrated information, as per Integrated Information Theory (IIT). | Phi_human: The Phi value for a human being. | Phi_min: The minimum Phi for a human, e.g., in deep sleep or coma. | Phi_natural_max: The maximum Phi achievable by natural means. | Grace (): An operator representing supernatural empowerment that expands the bounds of Phi. | Glorification: The eschatological event where human Phi is maximized to Phi_glorified. | Phi_glorified: The maximum possible Phi for a creature, still less than Phi_God. | Phi_God: Infinite Phi, attributed to God. | Integration: The binding of information into a unified whole, as opposed to mere aggregation.","The system should treat human consciousness as having finite bounds, but allow for expansion through grace and anticipate maximization at glorification. It should reject claims of unlimited consciousness or identity with God.","Does not claim that human Phi can become infinite. | Does not claim that grace expansion is empirically measurable or physically testable. | Does not claim that Phi_glorified is equal to Phi_God. | Does not claim that panpsychism is false in all forms, only that it overextends consciousness to non-integrating systems.",Check that the model respects the inequality 0 < Phi_natural < Phi_graced < Phi_glorified << Phi_God = . | Check that the grace operator  always yields Phi > 0. | Check that glorification yields Phi_glorified < . | Check that the document does not assert empirical evidence for grace expansion or glorification.,Integrated Information Theory (IIT) as a framework for Phi. | Theological doctrines of grace and glorification from Christian scripture.,"Provides a formalized model of bounded consciousness with expansion via grace, offering a middle ground between panpsychism and unlimited consciousness claims.",Preserves the distinction between creature and Creator by maintaining an infinite gap between Phi_glorified and Phi_God.,"If the bounds are removed, the model collapses into unlimited consciousness claims, losing the creature/Creator distinction. If grace expansion is removed, the model becomes static and fails to account for spiritual growth.","Theological: grace, glorification, sanctification. | Physical: phase transitions, thermodynamic limits. | Information-theoretic: integration, Phi.",coherent,partial,unclear,theological_physics_bridge,NOT_ESTABLISHED,C,quarantine,Treating grace expansion as a physical process without empirical support. | Assuming Phi_glorified is a well-defined quantity without formal definition. | Conflating theological claims with scientific IIT claims.,"If IIT is falsified, the model loses its scientific grounding. | If grace expansion is shown to be purely metaphorical, the model's formalization is vacuous. | If glorification is not a coherent concept, the maximization claim is unsupported.",Theological anthropology with a formalized but non-empirical model of consciousness bounds.,"This document argues that human consciousness is finite but can be expanded through divine grace and will be maximized at glorification, while never becoming infinite like God's. It uses Integrated Information Theory (Phi) as a framework but makes theological claims that are not empirically testable. The model is coherent internally but lacks scientific evidence for the grace and glorification mechanisms."
H08_MoralSign.md,H08_MoralSign,The Moral Sign (),Every human is born with  = -1 (negative moral sign). You cannot flip your own sign. Only an external operator can.," (moral sign): binary quantity in {-1, +1}, property of soul field _S, indicating alignment with God (+1) or misalignment (-1). | Human: member of set Human, born with  = -1 (except Jesus via virgin birth). | External operator (): non-unitary, external intervention that flips  from -1 to +1, called Grace. | Self-operation: any operation generated by the system itself, assumed unitary.","The system must treat moral status as binary and universally negative at birth, and must reject any claim of self-generated moral transformation as impossible, while acknowledging the necessity of external grace for any positive change.",Does not claim to prove the existence of God or grace; it assumes them as axioms. | Does not claim that all humans are morally culpable for Adam's sin; it states inherited condition. | Does not claim that external grace is automatically applied; it requires voluntary acceptance (BC8). | Does not claim that self-improvement is impossible; it claims that self-improvement cannot change the fundamental moral sign.,Check that  is always binary in all derivations. | Check that no derivation allows a self-flip of . | Check that any positive change in  is attributed to an external operator. | Check that the theorem D1 is logically valid under the stated assumptions.,F03 (coherence objectively measurable) | G01 (God exists) | G07 (good = coherence-promotion) | T8.1 (unitary operations preserve sign) | BC8 (voluntary coupling),"Provides a formal binary moral sign that is universally negative at birth and cannot be self-flipped, enabling a mathematical argument against moral relativism and Pelagianism.","Preserves the objective coherence framework and the existence of God as foundational, without introducing contradictions.","If removed, the argument for universal original sin and the impossibility of self-salvation collapses, weakening the case for sola gratia.","Theology: original sin, total depravity, sola gratia | Physics: spin quantization, unitary evolution, non-unitary collapse | Mathematics: binary eigenvalues, unitary operators",coherent,yes,yes,theological_axiom,NOT_ESTABLISHED,C,preserve as axiom with clear boundary; do not treat as proven physics,Claims mathematical impossibility of self-flip based on unitary assumption that may not hold for all self-operations. | Equates moral sign with physical spin without rigorous justification. | Assumes universal  = -1 without empirical evidence beyond theological assertion. | Uses scripture as evidence in a mathematical proof context.,If a counterexample of a human born with  = +1 is found. | If a self-operation that is non-unitary is demonstrated. | If the existence of God or grace is disproven. | If the binary nature of  is shown to be false.,"Reduce claims to: 'Under the axioms,  is binary and initially -1; self-flip is impossible under unitary self-operations; external grace is required.'","This document formalizes the theological claim of original sin and the necessity of grace using a binary 'moral sign' . It argues that all humans are born with  = -1, that no self-effort can change this sign (due to unitary preservation), and that only an external divine operator can flip it. The document is internally coherent but relies on theological assumptions and analogies rather than empirical proof."
H09_Observer.md,H09_Observer,The Observer Problem: Consciousness Causes Collapse,"Conscious observers with Phi > 0 cause quantum wave function collapse; without observers, no definite reality exists.","Observer: A system with Phi > 0 (integrated information), capable of conscious experience. | Collapse: The non-unitary transition of a quantum superposition into a definite eigenstate. | Measurement: A consciousness-mediated actualization process, distinct from mere physical interaction. | Terminal Observer: An entity with infinite Phi (God) that observes all, ensuring definite reality. | Definite reality: A state where quantum superpositions have resolved into single outcomes.","The system should treat consciousness as causally efficacious in quantum measurement, requiring Phi > 0 for collapse, and recognize the necessity of a Terminal Observer for definite reality.","Does not provide a physical mechanism for how consciousness causes collapse. | Does not specify the exact value of Phi required for collapse. | Does not address the preferred basis problem beyond asserting consciousness selects outcomes. | Does not claim to solve all interpretations of quantum mechanics; it rejects Copenhagen, Many-Worlds, and Determinism.","Check if the model predicts that detectors with Phi=0 do not cause collapse, while conscious observers do. | Check if the model explains the continuity of experience in a single outcome. | Check if the model is consistent with Bell's theorem and experimental violations. | Check if the model provides a coherent account of observations before human existence (via Terminal Observer).","Quantum mechanics formalism (superposition, collapse) | Integrated Information Theory (Phi) as a measure of consciousness | Bell's theorem and experimental results | Theological assumptions about God as observer","Provides a unified explanation for the measurement problem by positing consciousness as the cause of collapse, and introduces the Terminal Observer as necessary for definite reality.","Preserves the empirical predictions of quantum mechanics (probabilities, entanglement) while adding a causal role for consciousness.","If consciousness is removed as the cause of collapse, the measurement problem remains unsolved, and the argument for the Terminal Observer loses its foundation.","Quantum mechanics: wave function, superposition, collapse, measurement | Consciousness studies: Phi, integrated information, observer | Theology: God as Terminal Observer, divine observation",coherent,partial,no,Theological-physical bridge claim,NOT_ESTABLISHED,C,Quarantine as a narrative anchor; do not treat as established physics.,"Claims consciousness causes collapse without empirical evidence. | Assumes Phi > 0 is necessary and sufficient for collapse without proof. | Infers the existence of God from the need for a Terminal Observer, which is a leap. | Dismisses alternative interpretations (e.g., decoherence) without fully addressing their nuances.","If a non-conscious mechanism is shown to fully explain collapse (e.g., objective collapse models). | If Phi is shown to be irrelevant to quantum measurement. | If experiments demonstrate that detectors with Phi=0 can cause collapse. | If the Terminal Observer argument is shown to be logically fallacious.",Reduce to a minimal claim: 'The measurement problem is unresolved; consciousness-based approaches are one candidate.',"This document argues that consciousness causes quantum collapse, requiring observers with Phi > 0, and that without observers reality is indefinite. It critiques Copenhagen, Many-Worlds, and Determinism, and concludes that God as Terminal Observer is necessary. However, the argument is not empirically established and relies on speculative leaps."
hubble_gradient.md,hubble_gradient,hubble_gradient.ipynb,"The chi-field modifies the effective gravitational constant as G_eff(z) = G / (1 + chi(z)), producing a smooth sigmoid transition in the Hubble constant from local (H=73.5) to CMB (H=67.4) values over redshift.","chi-field: a scalar field with value chi(z) at redshift z, derived from a Lagrangian structure. | G_eff(z): effective gravitational constant at redshift z, modified by the chi-field. | H(z): Hubble constant as a function of redshift, following a sigmoid profile. | H_CMB: Planck CMB value of the Hubble constant, 67.4 km/s/Mpc. | H_local: SH0ES local value of the Hubble constant, 73.5 km/s/Mpc. | z_transition: redshift at which the transition occurs, approximately 0.3. | 5 match: statistical consistency at the five-sigma level, a standard for discovery claims in particle physics.","The system should compute the chi-field prediction for H(z) and compare it to observational data, specifically the SH0ES and Planck measurements, to test the Hubble tension resolution.",This document does not provide a full derivation of the chi-field Lagrangian or the modified Friedmann equations. | It does not include the actual code or data analysis steps of the notebook. | It does not claim to resolve the Hubble tension definitively; it claims a 5 match and a future test with Euclid. | It does not address other cosmological tensions or anomalies beyond the Hubble tension and DESI DR2 compatibility.,Compute the chi-field H(z) curve using the stated formula and compare to observational data at multiple redshifts. | Verify the claimed 5 statistical match using appropriate statistical methods. | Check the compatibility with DESI DR2 evidence for dark energy evolution. | Await the Euclid spacecraft data in October 2026 to test the sigmoid prediction against alternatives.,"Chi-field Lagrangian and parameters (not fully specified in this document). | Modified Friedmann equations (not derived here). | Observational data: SH0ES, Planck, DESI DR2. | Statistical methods for significance testing.","Provides a specific, testable prediction for the Hubble constant as a function of redshift, offering a potential resolution to the Hubble tension.",Preserves standard gravity at high redshift (G_eff -> G) and matches local measurements at low redshift.,"Without this prediction, the chi-field framework lacks a direct, externally verifiable cosmological test, reducing its scientific credibility.","Cosmology: Hubble constant, redshift, gravitational constant. | Particle physics: 5 significance. | Observational astronomy: SH0ES, Planck, DESI, Euclid.",coherent,partial,unclear,empirical prediction,NOT_ESTABLISHED,C,quarantine,Claims a 5 match without providing the actual statistical analysis or data. | Presents the prediction as derived from the Lagrangian without showing the derivation. | Assumes the chi-field parameters are fixed by the Lagrangian but does not specify them. | Uses 'evidence' language that may overstate the strength of the match.,Euclid data shows no evolution in H(z) or a step-function transition. | The claimed 5 match is not reproducible from the notebook. | The chi-field parameters are found to be fitted to the Hubble data rather than derived.,"A lean version would state the prediction formula and the planned Euclid test, without claiming a 5 match until the analysis is independently verified.","This document describes a cosmological test for the chi-field framework, predicting a smooth sigmoid transition in the Hubble constant from local to CMB values. It claims a 5 match with existing data and a definitive test with Euclid in 2026. However, the document lacks the actual derivation and statistical analysis, so the claims are not yet established."
INVENTORY.md,INVENTORY,Inventory of Lean Surface Files and Theorem Families,"The inventory file is a reader-facing map of the current Lean surface, listing core files, theorem families, integrity markers, and the strong-law mechanism layer.","Core files: the listed Lean files that constitute the formal surface. | Theorem families: the listed groups of theorems and their properties. | Integrity markers: compact checkpoints that compile if key definitions and theorem dependencies hold. | Strong-law mechanism layer: the file Theophysics_LawMechanisms.lean that closes GAP-01 for Laws 1, 2, 9, and 10.","The system should treat this inventory as a map for navigating the Lean surface, using it to locate files, theorem families, and integrity markers, and to understand the strong-law mechanism layer's role.","This document does not provide proofs or formal statements; it is a map. | It does not assert that the listed theorems are true, only that they are part of the surface. | It does not define the content of the theorems or the mechanism gates in detail.",Check that each listed file exists and compiles. | Check that the listed marker theorems compile. | Check that the strong-law mechanism layer file exists and contains the stated gates and theorems.,The listed Lean files and their contents. | The marker theorems and their dependencies. | The strong-law mechanism layer and its gates.,"Provides a reader-facing map of the Lean surface, enabling navigation and understanding of the formal structure without needing to read every file.",Preserves the existing Lean surface and its integrity markers as checkpoints.,"Without this inventory, readers lose a high-level map of the Lean surface, but the underlying formal files remain intact; the inventory is not a formal dependency.","File names and roles. | Theorem family names. | Marker theorem names. | Gate names (GGate, MGate, FGate, CGate).",coherent,yes,yes,inventory/map,NOT_ESTABLISHED,C,preserve as map,Treating the inventory as a proof of the theorems' truth. | Assuming the listed files are complete or exhaustive. | Interpreting the marker theorems as magic or as guarantees beyond compilation.,If any listed file is missing or fails to compile. | If the marker theorems do not compile. | If the strong-law mechanism layer does not exist or does not contain the stated gates.,The inventory itself is not a Lean target; it is a map. The Lean targets are the listed files and markers.,"This document is an inventory of the Lean formal surface, listing core files, theorem families, integrity markers, and a strong-law mechanism layer. It is a map, not a proof, and should be used for navigation and understanding."
INVENTORY__2.md,INVENTORY__2,Inventory of Lean Surface and Theorem Families,"The inventory file is a reader-facing map of the current Lean surface, listing core files, theorem families, integrity markers, and a strong-law mechanism layer.","Core files: specific Lean files with designated roles in the formalization. | Theorem families: groups of theorems sharing a common theme or structure. | Integrity markers: compact checkpoints that compile to indicate key definitions and theorem dependencies hold together. | Strong-law mechanism layer: a file closing GAP-01 at the mechanism-gate level for Laws 1, 2, 9, and 10, adding gates GGate, MGate, FGate, CGate.","The system should treat this inventory as a map of the Lean surface, using it to locate files, theorem families, and markers, and to understand the strong-law mechanism layer's role.",This document does not provide proofs or formal derivations. | It does not define the axioms or theorems themselves. | It does not assert that the listed items are complete or verified beyond their presence in the files.,Check that each listed file exists and contains the described roles. | Check that each named marker theorem compiles in the corresponding file. | Check that the strong-law mechanism layer file exists and includes the described gates and theorems.,The listed Lean files and their contents. | The named marker theorems. | The strong-law mechanism layer file.,"Provides a reader-facing map of the Lean surface, enabling navigation and understanding of the formalization's structure.",Preserves the existence and roles of the listed files and theorem families as described.,"Without this inventory, readers lose a structured overview of the Lean surface, but the underlying files and theorems remain unaffected.",File names map to actual Lean files. | Theorem family names map to groups of theorems. | Marker names map to specific theorem declarations.,coherent,yes,yes,inventory,NOT_ESTABLISHED,C,preserve as inventory metadata,Treating the inventory as a proof of the theorems it lists. | Assuming the inventory is exhaustive or current. | Interpreting the marker theorems as more than compact checkpoints.,If any listed file does not exist or lacks the described content. | If any named marker theorem fails to compile. | If the strong-law mechanism layer is absent or does not contain the described gates.,The inventory itself is not a Lean target; it describes Lean targets.,"This document is an inventory of the Lean formalization, listing core files, theorem families, integrity markers, and a strong-law mechanism layer. It is a map, not a proof, and should be treated as metadata."
isolator_protocol.md,isolator_protocol,Isolator Protocol  -  Adjudicating Endogenous vs Exogenous Restoration,"For any coherence dynamics dc/dt = omega(s)*sigma(s)*(1-c) - delta(s)*c, if delta(s) >= delta_min > 0 and omega(s)*sigma(s) <= K_eff < infinity, then at equilibrium c* <= K_eff/(K_eff + delta_min) < 1. Perfect coherence (c*=1) is impossible with only a bounded endogenous effective source.","Endogenous source: sigma(s) is computable from the system's internal state; effective source omega(s)*sigma(s) is bounded by a finite constant independent of state. | Exogenous source: sigma(s) includes a contribution not determined by the system state; effective source can be made arbitrarily large by increasing an external term. | Non-coercive grace: received contribution omega*sigma -> 0 as openness/faith omega -> 0; source sigma may remain available but is not coercively received by a closed system. | Faith: coupling, not production of grace.","When adjudicating a worldview's restoration claims, classify its source as endogenous or exogenous using the formal criteria, and apply the adjudication rules: no relabeling without identifiability, curve-fitting is not proof, internal inconsistency is decisive, and incommensurability is allowed but costly.",Does not prove that any particular worldview's source is exogenous or endogenous; only provides formal criteria and obligations. | Does not establish that grace exists or is non-coercive; only defines what non-coercive would mean in this model. | Does not claim that scalar coherence is the only valid framework; allows incommensurability but with costs. | Does not assert that the Lean proofs are correct or complete; they are referenced but not verified here.,"Check that the equilibrium bound derivation is mathematically valid given the assumptions. | Check that the classification of a source as endogenous or exogenous follows the formal criteria, not just theological labels. | Check that any claim of perfect coherence with bounded endogenous source is flagged as inconsistent. | Check that the Lean proofs referenced actually exist and prove the stated theorems.","Mathematical model of coherence dynamics (differential equation). | Lean 4 proofs in DharmaMirror/Isolator.lean (referenced, not verified).","Provides a formal criterion for adjudicating endogenous vs exogenous restoration claims, and a bound on achievable coherence under bounded endogenous sources.",Preserves the distinction between source and coupling (grace vs faith) and allows for incommensurable frameworks.,"Without the formal bound, the adjudication rules lose their mathematical grounding and become arbitrary; the distinction between endogenous and exogenous becomes purely semantic.","Mathematics: differential equations, equilibrium analysis. | Theology: grace, faith, source, coupling. | Philosophy: endogenous vs exogenous, incommensurability.",coherent,yes,unclear,formal mathematical result with theological application,LEAN_GUARDRAIL_SUPPORTED,B,preserve as formal guardrail; do not upgrade to proof of theological claims,Claiming that the formal bound proves the impossibility of perfect coherence in any real system without verifying assumptions. | Claiming that the Lean proofs are verified without checking them. | Claiming that the classification of a specific worldview's source is settled without applying the criteria to actual data. | Claiming that non-coercive grace is proven by the model rather than merely defined.,If the Lean proofs are found to be incorrect or missing. | If the differential equation model is shown to be inapplicable to the intended domain. | If the definitions of endogenous/exogenous are shown to be inconsistent or vacuous.,"Formalize and verify the four Lean theorems: bounded_endogenous_equilibrium_bound, bounded_endogenous_cannot_perfect, unbounded_source_perfect_attractor, faith_is_coupling_not_source.","This document presents a mathematical bound showing that with a bounded endogenous source and positive decay, perfect coherence is impossible. It then uses this to define criteria for classifying restoration sources as endogenous or exogenous, and sets proof obligations for worldviews. It also defines non-coercive grace as a coupling-dependent reception. The document is coherent as a formal framework, but its theological applications are not proven; they are obligations and definitions."
Isomorphism.md,Isomorphism,Isomorphism.lean,Physical and moral domains are structurally identical because both are mapped to the same abstract type.,"Domain: inductive type with constructors physical and moral. | DomainMap: function mapping any Domain to a fixed abstract type . | IsHeatDeath: predicate on state, defined as state = zero. | CoherenceAlgebra: the abstract type  shared by both domains.","Treat physical and moral domains as instances of the same abstract algebra, allowing theorems about one to apply to the other.",Does not claim empirical equivalence of physical and moral phenomena. | Does not provide a detailed gate structure for entropy production. | Does not establish that the chosen abstraction is the only or correct one.,Check that DomainMap maps both constructors to the same type. | Verify that isomorphism_canonical is proved by rfl. | Verify that G6_Kill_Isomorphism is proved by rfl.,Lean4 formalization of CoherenceAlgebra | Definition of Domain and DomainMap,"Provides a formal statement that physical and moral domains share the same abstract structure, enabling cross-domain theorem transfer.",Preserves the existing formalization of CoherenceAlgebra and its properties.,"Without this, the claimed structural isomorphism between physical and moral domains lacks formal support.",physical  moral | heat death  spiritual death | entropy maximum  coherence zero,coherent,partial,unclear,formal structural claim,LEAN_FORMAL_PROOF,B,"preserve as formal structural claim, but annotate as definitional and not empirical","The isomorphism is definitional, not empirical; it depends on the chosen abstraction. | The proof is trivial (rfl) and may be seen as circular. | The document claims 'not an analogy' but the formalization is a modeling choice.","If the shared type  is not a faithful model of either domain, the isomorphism is vacuous. | If the definitions of physical and moral domains are not independently justified, the theorem is empty.","Formalize the isomorphism in Lean, but clearly separate the definitional claim from any empirical or theological interpretation.","This document presents a Lean formal proof that physical and moral domains are structurally isomorphic because both are mapped to the same abstract type. The proof is definitional and trivial, relying on the choice of representation. It is a formal structural claim, not an empirical or theological proof."
