row_id,source_file,claim_text,dg1_dependencies,dg2_new_capability,dg3_preserved_floor,dg4_collapse_if_removed,dg5_translation_registers,dg6_state,dg7_admissible,dg8_closure_pass,proof_label,grade,recommended_atom_action,notes
CANON-adversary-005,ADVERSARY_FORMALISM_I_A_CHI.md,"Maintaining a lie against truth incurs an irreducible thermodynamic cost by Landauer's principle, while truth does not.","Landauer principle, second law",quantifies thermodynamic asymmetry of deception,thermodynamic cost floor preserved,adversary-unsustainability claim collapses,B→C bridge,coherent,yes,yes,T,B,create_claim_atom,Theorem 4.3; strongest adversary-formalism claim.
CANON-adversary-006,ADVERSARY_FORMALISM_I_A_CHI.md,"In an open system with persistent Γ > 0, the adversary loses over the full time integral.","Landauer cost, bounded adversary budget, grace source",proves asymptotic adversarial futility,thermodynamic budget logic preserved,long-term hope claim collapses,B→C bridge,coherent_partial,partial,yes,T,C,create_bridge_atom,Theorem 5.2; assumes bounded I(A;χ) and persistent Γ. Honest scope.
CANON-adversary-007,ADVERSARY_FORMALISM_I_A_CHI.md,The adversary can win locally in closed pockets where Γ = 0 and R → 1.,"closed-system second law, resistance variable",defines local defeat condition,thermodynamic inevitability preserved,honest scope of adversary claim collapses,B→C bridge,coherent,yes,yes,T,B,create_claim_atom,Corollary 5.3; keeps claim honest.
CANON-adversary-008,ADVERSARY_FORMALISM_I_A_CHI.md,Shannon capacity bound for deception is inconclusive at the simple single-channel level.,Shannon channel capacity,honest-scope boundary for deception cost,Shannon theory preserved,overclaim risk if removed,B internal,coherent,yes,yes,BR,C,create_bridge_atom,Explicit scope limitation; prevents overclaim.
CANON-against-001,STRONGEST_CASE_AGAINST.md,Early versions of the framework were notation dressed as physics: variables renamed without independent derivation.,history of framework claims,records self-criticism and correction,honest historiography preserved,integrity of later corrections weakens,meta/objection,coherent,yes,yes,E,B,create_objection_atom,"Strongest external objection, now acknowledged."
CANON-against-002,STRONGEST_CASE_AGAINST.md,The χ-field has no operational definition that differs from standard physics in current published form.,operational definition criteria,states the core unfalsifiability objection,scientific method floor preserved,the notation-not-physics objection loses anchor,B empirical/objection,coherent_partial,needs_review,yes,PH,C,create_objection_atom,Challenge 1; Euclid test is pending.
CANON-against-003,STRONGEST_CASE_AGAINST.md,The ten-variable product has severe dimensionality problems if treated as a standard QFT composite operator.,QFT dimensional analysis,states the dimensional catastrophe objection,standard QFT floor preserved,dimensional objection loses anchor,B empirical/objection,coherent_partial,needs_review,yes,PH,C,create_objection_atom,Challenge 2; framework reclassified χ as meta-theoretical measure.
CANON-against-004,STRONGEST_CASE_AGAINST.md,An isomorphism between mathematical structures does not prove a common cause; it proves a common form.,"philosophy of mathematics, group theory examples",states the analogy-vs-identity objection,mathematical rigor preserved,strongest philosophical objection loses anchor,C meta/objection,coherent,yes,yes,PM,B,create_objection_atom,Challenge 3; central philosophical boundary.
CANON-against-005,STRONGEST_CASE_AGAINST.md,The framework's pattern of retreating to meta-theoretical status when physics critiques land creates an unfalsifiability suspicion.,falsification methodology,states the unfalsifiable-core objection,Popperian demarcation preserved,meta-status escape-hatch concern loses anchor,C meta/objection,coherent_partial,partial,yes,PM,C,create_objection_atom,Challenge 5; framework responds with named future tests.
CANON-against-006,STRONGEST_CASE_AGAINST.md,The 24 properties of God document selects force properties that map to a benevolent God and ignores destructive properties.,selection bias methodology,identifies selection-bias objection,empirical honesty preserved,bias critique loses anchor,C narrative/objection,coherent,yes,yes,E,C,create_objection_atom,"Challenge 6; acknowledged by framework as narrative, not proof."
CANON-against-007,STRONGEST_CASE_AGAINST.md,"Five kill conditions are named: Euclid w(z)=-1 exactly, SPARC no G_eff modification, closed-system model with identical predictive power, adversary attack sequence failing, and a second framework with different 10/10 mapping.",framework's falsification commitments,lists conditions that would destroy the framework,scientific method floor preserved,honesty boundary collapses,B empirical,coherent,yes,yes,E,B,create_claim_atom,Kill conditions from strongest-case-against document.
CANON-char-god-001,CHARACTER_OF_GOD_FROM_PHYSICS.md,"Gravity's measured properties (weakest, unshielded, always attractive, infinite range, path-curving) are narratively read as the character of grace.",empirical gravity properties,narrative bridge from physics property to theological trait,physics facts preserved,gravity-as-grace narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim; selection bias possible.
CANON-char-god-002,CHARACTER_OF_GOD_FROM_PHYSICS.md,The strong nuclear force's confinement and short-range dominance are narratively read as the character of covenantal love.,empirical strong-force properties,narrative bridge to love,physics facts preserved,strong-force-as-love narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim; note selection bias.
CANON-char-god-003,CHARACTER_OF_GOD_FROM_PHYSICS.md,"Electromagnetism's self-sustaining, undegraded, maximum-speed propagation is narratively read as the character of truth.",empirical EM properties,narrative bridge to truth,physics facts preserved,EM-as-truth narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim; note selection bias.
CANON-char-god-004,CHARACTER_OF_GOD_FROM_PHYSICS.md,Thermodynamics' second law is narratively read as the necessity of external rescue (grace).,empirical second law,narrative bridge to necessity-of-grace,physics facts preserved,entropy-as-necessity narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim; note selection bias.
CANON-char-god-005,CHARACTER_OF_GOD_FROM_PHYSICS.md,The document presents 24 measured physics properties as composing a portrait of one Person.,individual property bridges,synthesizes narrative portrait,individual physics facts preserved,composite portrait claim collapses,A↔B↔C narrative synthesis,coherent_partial,partial,yes,BR,D,create_bridge_atom,"Synthesis claim; explicitly narrative, not proof."
CANON-char-adv-001,CHARACTER_OF_ADVERSARY_FROM_PHYSICS.md,The adversary is not the Second Law but what happens when an intelligence learns to aim the Second Law.,"entropy, directed agency distinction",distinguishes adversary from entropy,second law preserved as precondition,adversary formalism loses foundation,B→C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Bridge claim; intelligence-as-adversary not empirically defined.
CANON-char-adv-002,CHARACTER_OF_ADVERSARY_FROM_PHYSICS.md,"Decoherence collapses possibilities before a person chooses, corresponding narratively to stolen choice.",quantum decoherence,narrative bridge to possibility collapse,decoherence physics preserved,stolen-choice narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim.
CANON-char-adv-003,CHARACTER_OF_ADVERSARY_FROM_PHYSICS.md,Radioactive beta decay outside the nucleus is narratively read as identity transformation that succeeds only outside the bond.,weak-force beta decay,narrative bridge to identity theft,nuclear physics preserved,weak-force-as-identity-loss narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim.
CANON-char-adv-004,CHARACTER_OF_ADVERSARY_FROM_PHYSICS.md,The adversary's strategy reduces to closing the system: driving R toward 1 and blocking external input.,open/closed system thermodynamics,narrative bridge to spiritual isolation,thermodynamic model preserved,isolation-as-adversary-strategy narrative collapses,B→C narrative bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative/bridge claim.
CANON-char-adv-005,CHARACTER_OF_ADVERSARY_FROM_PHYSICS.md,The adversary's 12 measured physics properties are presented as describing one destructive strategy.,individual adversary-property bridges,synthesizes adversary narrative portrait,individual physics facts preserved,composite adversary portrait collapses,A↔B↔C narrative synthesis,coherent_partial,partial,yes,BR,D,create_bridge_atom,"Synthesis claim; explicitly narrative, not proof."
CANON-three-states-narrative-001,THE_THREE_STATES_AND_THE_PERFECT_10.md,State 0 is pre-decision superposition; state -1 is closed-system decay; state +1 is open-system grace-driven compounding.,"sign function, dynamic equation",three-state interpretation of χ dynamics,state-machine logic preserved,three-state pastoral narrative collapses,A↔B↔C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Narrative summary; formalization in THREE_STATES_FORMALISM.
CANON-three-states-narrative-002,THE_THREE_STATES_AND_THE_PERFECT_10.md,The equation scores 10 by perfectly describing both -1 (closed) and +1 (open) states rather than choosing between them.,three-state framework,claims descriptive completeness of both solutions,both ODE solutions preserved,completeness/apologetic use collapses,C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Interpretive claim; 'perfect' is rhetorical.
CANON-product-001,PRODUCT_FORM_DERIVATION.md,"For positive variables, exp(Σ ln Vᵢ) = ∏ Vᵢ; additive log-space dynamics correspond to multiplicative linear-space structure.",logarithm and exponential identities,logarithmic bridge between additive and multiplicative forms,elementary identities preserved,product-form derivation loses foundation,B internal,coherent,yes,yes,T,B,create_claim_atom,Theorem 1.1; elementary but load-bearing.
CANON-product-002,PRODUCT_FORM_DERIVATION.md,"If χ = ∭∏Vᵢ and any single Vᵢ → 0 on the domain, then χ → 0 (veto property).","product structure, integration domain",establishes theological/structural veto,multiplication properties preserved,veto-based apologetics collapse,B→C bridge,coherent,yes,yes,T,B,create_claim_atom,Theorem 2.1.
CANON-product-003,PRODUCT_FORM_DERIVATION.md,"For anti-correlated normalized pair (Vₐ,V_b) with Vₐ+V_b constant, P_ab = Vₐ(1-Vₐ) ≤ ¼, maximized at balance.","AM-GM inequality, linear anti-correlation",bounds joint pair contribution,AM-GM preserved,pair-balance interpretation collapses,B internal,coherent,yes,yes,T,B,create_claim_atom,Theorem 3.2.
CANON-product-004,PRODUCT_FORM_DERIVATION.md,Time integration of log-dynamics yields the product form as the cumulative exponential.,"additive log-dynamics, integration, exponentiation",derives product form from dynamic form,ODE solution structure preserved,dynamic→product bridge collapses,B internal,coherent_partial,partial,yes,T,B,create_claim_atom,Theorem 3.4; time-averaging step is a modeling assumption.
CANON-product-005,PRODUCT_FORM_DERIVATION.md,"The uniqueness claim for the product form is argued by elimination of alternatives, not by formal impossibility proof.",product form derivation,honest-scope boundary,logical honesty preserved,overclaim risk rises,meta,coherent,yes,yes,BR,C,create_bridge_atom,Explicit honesty note from §5.
CANON-product-006,PRODUCT_FORM_DERIVATION.md,"Fixed-point existence for the dynamic system under Γ > 0 is a conjecture, not a theorem.","dynamic equation, open-system thermodynamics",marks open problem,Prigogine intuition preserved,asymptotic +1 claim becomes unsupported,meta,coherent_partial,needs_review,yes,PM,D,create_gap_atom,Conjecture 4.2; needed for product-form closure.
CANON-master-001,MASTER_EQUATION_CANONICAL_v3.md,"χ is a meta-theoretical coherence measure, not a standard physical field.","dimensional analysis critique, framework self-classification",correctly classifies χ status,physics-register honesty preserved,field-vs-measure debates lose resolution,B meta,coherent,yes,yes,PM,B,create_claim_atom,Key honest classification.
CANON-master-002,MASTER_EQUATION_CANONICAL_v3.md,"The Master Equation has product (veto), ratio (combat), dynamic (engine), and field forms, each revealing different structure.","χ definition, dynamic equation",catalogues four formal representations,each form's internal consistency preserved,formal unity claim collapses,B internal,coherent_partial,partial,yes,PM,C,create_claim_atom,Framework taxonomy.
CANON-master-003,MASTER_EQUATION_CANONICAL_v3.md,Each of laws 1–9 contains exactly one free-will asymmetry term; Law 10 contains none.,ten-law canonical formulation,identifies asymmetry architecture,each physical law preserved with its asymmetry,free-will-as-design claim collapses,B→C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Pattern claim; strong but asserted pattern.
CANON-master-004,MASTER_EQUATION_CANONICAL_v3.md,Five canonical pairs anti-correlate at r = -1.0000 according to computational verification.,"pair definitions, computational test",reports perfect anti-correlation of conjugate pairs,correlation mathematics preserved,pair-dynamics and Trinity cluster claims collapse,B empirical,coherent_partial,needs_review,yes,E,C,create_claim_atom,Empirical/computational claim; needs independent verification.
CANON-master-005,MASTER_EQUATION_CANONICAL_v3.md,The chi-field cosmology fits Hubble and BAO data with reduced χ² = 1.54 in effective parameterization.,"χ-field Friedmann solver, cosmological data",data-driven cosmological prediction,GR cosmology floor preserved,physics-not-notation response weakens,B empirical,coherent_partial,partial,yes,E,B,create_claim_atom,Promising but one dataset; raw ODE gives χ²=41.4.
CANON-master-006,MASTER_EQUATION_CANONICAL_v3.md,"Raw ODE solution gives χ² = 41.4, so the potential V(χ) functional form needs refinement.",full field equation integration,honest reporting of model gap,effective fit preserved,honest scope boundary collapses,B internal,coherent_partial,needs_review,yes,E,C,create_gap_atom,Open problem; prevents overclaim.
CANON-master-007,MASTER_EQUATION_CANONICAL_v3.md,"The Trinity appears as three operational clusters (Father/Son/Spirit) emergently, not by theological labeling.","ten variables, cluster analysis",maps structural clusters to Trinitarian interpretation,cluster structure preserved,Trinity-in-equation claim collapses,A↔B↔C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Bridge interpretation; not a derivation of Trinity.
CANON-master-008,MASTER_EQUATION_CANONICAL_v3.md,"Kill conditions include Euclid w(z)=-1 exactly, no galaxy rotation modification, closed-system model with identical predictions, Law 10 asymmetry non-cancellation, and a 10-law framework without free-will terms.",framework predictions,names falsification criteria,scientific discipline preserved,falsifiability claim collapses,B empirical,coherent,yes,yes,E,B,create_claim_atom,Kill conditions from §XIV.
CANON-ten-laws-001,TEN_LAWS_CANONICAL_EQUATIONS.md,The physical and spiritual equations are structurally identical; the spiritual versions add one free-will term.,canonical ten-law formulation,states core structural-identity thesis,physical equations preserved,entire ten-law bridge collapses,B→C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Core claim of Ten Laws document; asserted pattern.
CANON-ten-laws-002,TEN_LAWS_CANONICAL_EQUATIONS.md,Gravity has no resistance term R; the grace analog has R = resistance (0–1).,"Newton gravity, grace equation",exemplifies free-will asymmetry,Newtonian gravity preserved,asymmetry architecture example collapses,B→C bridge,coherent,yes,yes,BR,C,create_bridge_atom,Clean Law 1 example.
CANON-ten-laws-003,TEN_LAWS_CANONICAL_EQUATIONS.md,Information IS Logos in mathematical form because Shannon entropy has the same equation in both registers.,Shannon entropy definition,claims identity of information and Logos equations,Shannon equation preserved,Law 6 bridge collapses,B→C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Equation identity; interpretation is bridge.
CANON-ten-laws-004,TEN_LAWS_CANONICAL_EQUATIONS.md,Law 10 (Coherence/Christ) has no asymmetry term; χ = C.,integration of laws 1–9,states completion/identity claim,integral structure preserved,Christ-as-coherence identity collapses,A↔B↔C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Law 10 identity claim; conditional on asymmetry cancellation.
CANON-three-states-formal-001,THREE_STATES_FORMALISM.md,"The state function s maps χ-field configurations to {-1, 0, +1}.",χ-field framework,formalizes sign states,discrete state logic preserved,three-state theology collapses,B→C bridge,coherent,yes,yes,D,B,create_claim_atom,Definition 1.1.
CANON-three-states-formal-002,THREE_STATES_FORMALISM.md,"In the closed state s=-1, Γ=0 and G_eff=0, and χ decays monotonically to zero asymptotically.",closed-system dynamic equation,proves closed-system decay theorem,second law preserved,sin-as-closed-system claim collapses,B→C bridge,coherent,yes,yes,T,B,create_claim_atom,Theorem 3.2.
CANON-three-states-formal-003,THREE_STATES_FORMALISM.md,"True zero coherence is unreachable in finite time and in principle due to uncertainty, Γ irreducibility, and Landauer cost.","Theorem 3.3, quantum/thermodynamic arguments",bounds asymptotic decay,quantum/thermo limits preserved,eternal-decay theology loses support,B→C bridge,coherent_partial,partial,yes,T,C,create_bridge_atom,Theorem 3.3 plus Claim 3.4; argument 2 is conjectural.
CANON-three-states-formal-004,THREE_STATES_FORMALISM.md,Wavefunction-collapse decoherence makes the 0→±1 transition irreversible.,quantum measurement theory,formalizes decision irreversibility,decoherence model preserved,age-of-accountability analogy collapses,B→C bridge,coherent_partial,partial,yes,T,C,create_bridge_atom,Theorem 4.2; analogy to moral decision is bridge.
CANON-three-states-formal-005,THREE_STATES_FORMALISM.md,Sign reversal -1→+1 requires passage through χ_s = 0 with nonzero derivative.,"dynamic equation, G+Γ>0",proves instantaneous transition through zero,ODE dynamics preserved,death/resurrection analogy loses formal anchor,B→C bridge,coherent,yes,yes,T,B,create_claim_atom,Theorem 5.3.
CANON-three-states-formal-006,THREE_STATES_FORMALISM.md,"In the open state s=+1, if G+Γ > S + αI|∇_vuln| then d|χ|/dt > 0.",full dynamic equation,proves open-system growth condition,dynamic equation preserved,grace-driven growth claim collapses,B→C bridge,coherent,yes,yes,T,B,create_claim_atom,Theorem 6.2.
CANON-three-states-formal-007,THREE_STATES_FORMALISM.md,The product form compounds in the open state and is fragile in the closed state.,"product form, three-state dynamics",unifies product behavior across states,exponential growth/decay preserved,state-dependent product interpretation collapses,B→C bridge,coherent_partial,partial,yes,BR,C,create_bridge_atom,Claim 6.4 / §7; heuristic stability argument.
CANON-three-states-formal-008,THREE_STATES_FORMALISM.md,"Modified uncertainty relation ΔxΔp ≥ ℏ(1-C)/2 is postulated, not derived from the χ-field Lagrangian.","χ-field Lagrangian, uncertainty principle",marks open problem,standard uncertainty preserved in C→0,Γ-fluctuation claim becomes unsupported,B internal,coherent_partial,needs_review,yes,PH,D,create_gap_atom,Open problem #1.
