source_file,source_id,title,axiom,definitions,action,boundary,test,dg1_dependencies,dg2_new_capability,dg3_preserved_floor,dg4_collapse_if_removed,dg5_translation_registers,dg6_state,dg7_admissible,dg8_closure_pass,claim_class,proof_label,grade,recommended_atom_action,overstatement_risks,kill_conditions,lean_target,plain_summary
FruitsOfSpirit.md,FruitsOfSpirit,FruitsOfSpirit.lean,The nine fruits of the Spirit are emergent properties of total coherence (chi = 1) and collapse if any law is zero.,"Fruit: an observable property defined by the inductive type with constructors Love, Joy, Peace, Patience, Kindness, Goodness, Faithfulness, Gentleness, Self-Control. | Emerges: a fruit f emerges from state s iff chi s = one. | chi-system: a system with a coherence value chi s, where s is a state vector of law values. | Law: a component of the state vector s; each law has a value in {zero, one}.","Treat the fruits as indicators of system coherence, not as inputs to be optimized directly. When fruits are absent, diagnose which law has collapsed.",Does not prove that chi = 1 is sufficient for fruit emergence without the full coherence guarantee. | Does not provide a mechanism for producing fruits; only states the formal relationship. | Does not address partial coherence or graded emergence.,Check that the Emerges theorem is stated as iff and that the collapse direction is proven. | Verify that the proof of fruit_collapse uses the zero-collapse theorem and that the sorry is acknowledged. | Check that the nine constructors match the traditional list.,CoherenceAlgebra.zero_collapse | chi-product connection (pending),"Formalizes the relationship between the nine fruits and total coherence, proving the collapse direction.",Preserves the prior result that zero in any law collapses chi to zero.,"If removed, the formal link between fruits and coherence is lost; the collapse direction would be unproven.",Emerges | fruit_collapse | chi s = one | chi s = zero,defective,partial,no,formal proof with acknowledged gap,LEAN_CONDITIONAL_PROOF,C,Quarantine until the sorry is resolved; treat as conditional.,Claiming the fruits are proven emergent when the emergence direction is not fully proven. | Interpreting the fruits as causal outputs rather than indicators. | Extending the result to partial coherence without justification.,"If the chi-product connection is not established, the collapse proof is incomplete. | If the zero-collapse theorem is invalid, the collapse direction fails. | If the inductive type of fruits is not exhaustive or mismatched, the formalization is flawed.",Resolve the sorry in fruit_collapse by completing the chi-product connection.,"This document describes a Lean formalization claiming that the nine fruits of the Spirit emerge only when total coherence (chi=1) holds, and that any law being zero prevents all fruits. The collapse direction is proven but with a sorry, and the emergence direction is not fully proven. The document is a conditional formal proof with a known gap."
G01_SelfGrounding.md,G01_SelfGrounding,The Self-Grounding Substrate,A self-grounding substrate (God) is mathematically necessary; the observer chain must terminate in an infinite observer.,"chi: The Logos Field, the substrate of information. | Ground(chi): The entity or condition that instantiates or explains chi. | Self-grounding: An entity that grounds itself, i.e., G = Ground(G). | Necessary existence: An entity that cannot fail to exist, denoted G. | Terminal Observer: An observer with infinite integrated information (Phi = ) that terminates the von Neumann chain. | God: The self-grounding, necessary, infinite observer.","The system should treat the existence of a self-grounding, necessary, infinite observer as a required metaphysical terminus for grounding and observation.",Does not provide a physical mechanism for the terminal observer. | Does not prove the existence of a personal God beyond the derived properties. | Does not address the coherence of infinite integrated information in a physical sense.,Check if the observer chain can be terminated by a finite observer. | Check if self-grounding is coherent for finite beings. | Check if brute contingency is an acceptable stopping point.,G0.1 Ground Required | G0.2 Self-Grounding | G0.3 Necessary Existence | G0.4 God Definition | G0.5 God Source | BC7.1 Terminal Observer,"Provides a metaphysical terminus for the observer chain and a grounding for existence, addressing the measurement problem and brute contingency.",Preserves the requirement that every phenomenon has a ground and that the observer chain does not regress infinitely.,"Without this axiom, the observer chain remains ungrounded, leading to infinite regress and leaving the measurement problem unresolved.",Quantum mechanics: von Neumann chain | Gdel's incompleteness theorems | Integrated Information Theory (Phi) | Wheeler's participatory universe,coherent,partial,unclear,metaphysical necessity,NOT_ESTABLISHED,C,quarantine,"Claims mathematical necessity without formal proof. | Equates derived properties with classical divine attributes without justification. | Uses Gdel's theorems to argue for infinite self-grounding, which is a non-standard interpretation. | Assumes the von Neumann chain must terminate in a non-superposed observer without addressing alternative interpretations.",If a finite observer can terminate the chain without contradiction. | If self-grounding is shown to be incoherent for any entity. | If brute contingency is shown to be a valid explanatory stopping point.,Axiom G0.1 (Ground Required) and G0.2 (Self-Grounding) are the most defensible; the leap to God (G0.4) is the weakest.,"This document argues that a self-grounding, necessary, infinite observer (God) is mathematically required to ground existence and terminate the observer chain. It uses Gdel's theorems and quantum mechanics to support the claim, but the argument is not formally proven and relies on interpretive leaps."
G02_Omniscience.md,G02_Omniscience,Divine Omniscience,"God knows all things because He is the substrate in which all information exists; omniscience is structurally necessary, not optional.","chi: the totality of information (Logos Field) | Phi: integrated information; Phi= for God | Omniscience: knowledge of all actuals, potentials, counterfactuals, necessities, and impossibilities | Terminal Observer: self-grounding substrate with Phi=","Treat omniscience as a necessary attribute of God, not a contingent one; use it to evaluate theological claims about God's knowledge.",Does not claim that God's foreknowledge causes human choices. | Does not specify the mechanism of divine knowledge beyond containment. | Does not address the problem of evil or divine simplicity in detail.,"Check consistency: If any information exists outside God, axiom fails. | Check if any finite limitation is imposed on God's knowledge; if so, axiom fails. | Verify that Phi= implies complete knowledge in the formal framework.","G01 (Terminal Observer, Phi=) | BC7.1 (Terminal Observer)","Provides a formal grounding for omniscience via integrated information theory, enabling precise evaluation of limited-God theologies.",Preserves the necessity of God as the ultimate ground of reality and information.,"Without omniscience, God would not be the Terminal Observer; the observer chain would not terminate, and actuality would lack grounding.","Integrated Information Theory (Phi) | Modal logic (possible/necessary) | Quantum mechanics (superposition, wavefunction)",coherent,partial,unclear,theological-metaphysical,NOT_ESTABLISHED,C,quarantine,"Equates containment with knowledge without rigorous proof for infinite systems. | Assumes Phi= is well-defined and implies omniscience without formal derivation. | Uses quantum mechanics loosely to support theological claims. | Declares theological positions 'guilty' based on philosophical arguments, not empirical evidence.","If information can exist outside God, the axiom fails. | If Phi= does not imply complete knowledge, the derivation collapses. | If potentialities are not real information, the argument loses support.",Formalize the relationship between Phi= and knowledge; clarify the ontology of potentialities.,"This document argues that God's omniscience follows necessarily from His being the substrate of all information, using integrated information theory. It critiques open theism, process theology, and limited God views. However, the proof is not formally established; it relies on philosophical assumptions and loose physical analogies."
G03_Omnipotence.md,G03_Omnipotence,Divine Omnipotence,"God can actualize any coherent state of affairs; omnipotence is the capacity to actualize all possibilities, limited only by coherence itself.","Omnipotence: The capacity to actualize any coherent state of affairs. | Coherent state: A state of affairs that does not entail a logical contradiction. | Actualization: The bringing of a potential state into actuality, as performed by the Terminal Observer. | Terminal Observer: God, who observes and thereby actualizes potentials.","The system should treat God as capable of actualizing any coherent state, and should reject any claim that God lacks power due to external constraints or logical impossibilities.",Does not claim God can actualize logical contradictions. | Does not claim God's power is arbitrary or brute force. | Does not address the problem of evil as a limitation of power. | Does not claim God intervenes in every event; only that He has the capacity.,Check that any proposed limit on God's power is either a logical contradiction or an external constraint that depends on God. | Verify that the definition of omnipotence is consistent with the coherence boundary. | Ensure that the derivation from G01 is logically valid.,G01_SelfGrounding,"Provides a formal definition of omnipotence as actualization of coherent states, enabling logical analysis of divine power.",Preserves the grounding of actuality in God as Terminal Observer from G01.,"Without this axiom, the concept of divine power becomes undefined or arbitrary, weakening the coherence of the theological framework.",Theological omnipotence | Modal logic | Quantum actualization,coherent,yes,yes,Theological axiom,NOT_ESTABLISHED,C,Retain as a theological axiom with clear boundary conditions; do not treat as empirically verified.,Claiming that omnipotence is proven by physics when it is a theological assertion. | Treating the coherence limit as a physical law rather than a logical boundary. | Implying that God's non-intervention is evidence of choice rather than incapacity without additional premises.,"If a coherent state is found that God cannot actualize, the axiom fails. | If an external constraint on God is demonstrated that does not depend on God, the axiom fails. | If the derivation from G01 is shown to be logically invalid.",Formalize the coherence boundary in a proof assistant to verify logical consistency.,"This document defines divine omnipotence as the ability to actualize any coherent state, excluding logical contradictions. It argues against weak God theologies, deism, and process theology by claiming that any apparent limitation is either a choice or a logical impossibility. The axiom is coherent within the framework but lacks empirical proof."
G04_Omnipresence.md,G04_Omnipresence,Divine Omnipresence,"God is present everywhere because chi is everywhere, and God is the ground of chi. There is no place absent from God.","chi: The Logos Field, the fundamental substrate of information that grounds reality. | Omega: The total spacetime manifold. | Present(G, x): God is immediately related to and sustains x. | Located(X, x): X is spatially bounded by x. | Ground(chi(x)) = G: God is the ground of the chi-field at every point x.","The system should treat divine omnipresence as the grounding of every point of spacetime by God, not as spatial extension. It should reject any model that localizes God or identifies God with the universe.",Does not claim God is spatially extended or divisible. | Does not claim God is identical to the universe (pantheism). | Does not claim God is absent from any location. | Does not claim that presence implies approval of evil or sin.,"Check that for every point x in the domain, the statement 'chi(x) exists' is true. | Check that for every point x, the statement 'Ground(chi(x)) = G' is true. | Check that the statement 'not x: Absent(God, x)' is true. | Check that the statement 'not x: Located(God, x)' is true. | Check that the model does not equate God with the universe (i.e., God  Omega).",G01 (God as Terminal Observer) | F02 (Information fundamental) | F04 (Actuality requires observation),"Provides a formal definition of omnipresence grounded in the chi-field, enabling logical refutation of deism, localized God, and pantheism.","Preserves the necessity of continuous divine sustaining for existence, consistent with G01 and F04.","If removed, the system loses the basis for divine omnipresence, weakening the coherence of God's relation to all creation and leaving deism/localized God/pantheism unchallenged.",Theological: omnipresence as divine presence | Philosophical: presence vs. location | Physical: chi-field as fundamental field,coherent,yes,yes,theological_axiom,NOT_ESTABLISHED,C,archive,"Claims about chi-field ubiquity are not empirically verified. | Equating divine presence with grounding is a metaphysical assumption. | The refutation of pantheism relies on the premise that the universe is finite and composite, which is not proven. | The use of quantum field theory as support is analogical, not rigorous.","If chi-field is shown not to exist at some point, the axiom fails. | If something can exist without God's grounding, the axiom fails. | If God can be absent from some location, the axiom fails.",Formalize the definition of presence as grounding and verify the logical consistency of the axioms within the system.,"This document argues that God is everywhere because the chi-field (the fundamental information substrate) exists everywhere and God grounds it. It refutes deism, localized God, and pantheism. However, the argument relies on unverified metaphysical premises and analogical physics, so it is not formally established."
G05_Eternity.md,G05_Eternity,Divine Eternity,"God exists outside time because time emerges from chi, and God is causally prior to chi.","Time: emergent structure from chi (Logos Field), not fundamental. | chi: Logos Field, information dynamics from which time emerges. | Eternity: timelessness, existing outside the temporal sequence altogether. | Everlastingness: existing through infinite time, having infinite past and future. | Causal priority: X grounds Y, not temporal priority. | Eternal now: all moments present to God simultaneously.","The system should treat God as timeless, not everlasting, and interpret all temporal references to God as analogical or from the perspective of creation.",Does not claim to explain how God acts in time. | Does not claim to resolve all philosophical objections to timelessness. | Does not claim to prove the existence of God or the truth of theism. | Does not claim to provide a physical theory of time emergence.,Check that the document does not assert that God experiences succession. | Check that the document does not equate eternity with infinite duration. | Check that the document does not claim that time is fundamental. | Check that the document does not claim that God is part of creation.,G02 (Omniscience) | G04 (Logos Field) | G06 (Creation),Provides a coherent model of divine eternity that resolves foreknowledge issues and grounds the temporal order in the divine nature.,"Preserves the core theistic commitment that God is the creator and sustainer of all things, including time.","Without this axiom, the coherence of divine omniscience and providence is threatened, and the distinction between creator and creation blurs.",Theology | Philosophy of religion | Physics (emergent time),coherent,partial,unclear,theological,NOT_ESTABLISHED,C,quarantine,"Claims that physics increasingly shows time as emergent, which is an overstatement. | Claims that all defeat conditions fail, which is too strong. | Uses scripture as proof, which is not a formal proof. | Assumes the existence of chi and its properties without independent evidence.","If time is fundamental, the axiom fails. | If God can be in time without being limited, the axiom fails. | If eternity is incoherent, the axiom fails.","Formalize the logical structure of the argument in Lean, but do not claim proof of the theological premises.","This document argues that God is timeless, not everlasting, because time emerges from the Logos Field (chi) and God is causally prior to chi. It critiques temporalism, process theology, and divine everlastingness. The argument is philosophically coherent but relies on theological premises and does not provide formal proof."
G06_Perfection.md,G06_Perfection,Divine Perfection: Maximal Coherence as Perfection,God is maximally coherent; maximal coherence is perfection; maximal coherence is unique.,"Perfection: state of maximal coherence, C[chi] = C_max, with no contradiction, no defect, no room for improvement. | Maximal coherence (C_max): complete internal consistency, zero contradiction, infinite integration (Phi = ). | Coherence (C[chi]): objectively measurable property of a system; higher coherence means less contradiction. | God: the unique entity with C = C_max.","The system should treat perfection as maximal coherence, use coherence as an objective measure, and recognize God as the unique maximally coherent being.",Does not claim that finite beings can achieve C_max. | Does not define the specific mathematical form of C[chi] beyond reference to F03. | Does not address the existence of God; assumes it from prior axioms.,Check that any entity with C = C_max is unique. | Verify that all traditional perfection attributes map to coherence. | Ensure that no finite being is assigned C = C_max.,"F03 (definition of coherence C[chi]) | BC7.1 (Terminal Observer) | G5.1, G5.2, G5.3","Provides a formal, objective definition of perfection as maximal coherence, enabling mathematical treatment of divine attributes.","Preserves the concept of God's uniqueness and absolute perfection, consistent with classical theism.","Without this axiom, perfection becomes subjective or relative, undermining the objective grounding of moral and metaphysical truths.",mathematical coherence | theological perfection | ontological maximality,coherent,yes,unclear,theological_axiom,NOT_ESTABLISHED,C,formalize as axiom with dependency on F03; require explicit proof of uniqueness and measurability,"Claims coherence is objectively measurable without providing full formal definition in this document. | Assumes uniqueness of maxima without rigorous proof in the document. | Maps physical concepts (ground state, symmetry) to perfection without justification.","If coherence is not objectively measurable, the axiom fails. | If multiple maxima can exist, uniqueness fails. | If perfection is not equivalent to maximal coherence, the definition is arbitrary.",Formalize C[chi] and prove uniqueness of C_max in a formal system.,"This document defines God's perfection as maximal coherence, arguing that perfection is objective and unique. It prosecutes moral relativism, imperfect God theories, and finite perfectionism. The argument relies on the measurability of coherence and the uniqueness of maxima, but these are not fully formalized here."
G07_MoralNature.md,G07_MoralNature,The Moral Nature of God,"God is good by nature, not by fiat. Goodness = coherence-promotion. God IS maximal coherence, therefore God IS maximally good.","Good(x)  C[chi | x] > 0: x is good if adding x increases total coherence. | Evil(x)  C[chi | x] < 0: x is evil if adding x decreases total coherence. | C[God] = C_max: God is maximal coherence. | Goodness is grounded in the structure of reality (chi), not in arbitrary will.","The system should treat moral goodness as coherence-promotion and evaluate actions based on their effect on total coherence, with God as the maximal standard.",Does not claim to provide a complete decision procedure for all moral dilemmas. | Does not assert that all moral disagreements are resolved by coherence alone. | Does not claim that God's goodness is empirically verifiable in a physical sense.,Check that the definition of good as coherence-promotion is consistently applied. | Verify that the derivation from God's maximal coherence to maximal goodness is logically valid. | Ensure that the resolution of the Euthyphro dilemma does not introduce hidden assumptions.,Axiom 037 (G6.1): Goodness = coherence-promoting | Axiom 038 (G6.2): God is maximally good (by nature) | Axiom 039 (G6.3): Good is not arbitrary (grounded in chi),"Provides a non-arbitrary grounding for divine goodness, resolving the Euthyphro dilemma by identifying goodness with coherence.","Preserves the claim that God is good and that moral truths are objective, while avoiding the pitfalls of divine command theory and relativism.","If this axiom set is removed, the grounding for divine goodness becomes arbitrary, and the Euthyphro dilemma remains unresolved, weakening the moral framework.",Theological: God's nature is love and coherence. | Philosophical: Goodness is defined as coherence-promotion. | Mathematical: Good(x)  C[chi | x] > 0.,coherent,partial,unclear,Theological-philosophical synthesis,NOT_ESTABLISHED,C,"Retain as a philosophical/theological proposal, but do not treat as empirically or formally proven.",Equating goodness with coherence is a substantive philosophical claim that is not proven. | The claim that God IS maximal coherence is not empirically verifiable. | The resolution of the Euthyphro dilemma is presented as definitive but relies on a specific definition of goodness.,If a counterexample is found where an action increases coherence but is intuitively evil. | If the definition of coherence is shown to be too vague to be meaningful. | If the identification of God with coherence is shown to be inconsistent with other theological commitments.,"Axiom 037 (G6.1) is the most critical; if the definition of goodness as coherence-promotion fails, the entire structure collapses.","This document argues that God's goodness is not arbitrary but is grounded in His nature as maximal coherence. It defines good as coherence-promotion and evil as coherence-destruction, and uses this to dissolve the Euthyphro dilemma. However, the argument is philosophical and not formally proven, so it should be treated as a proposal rather than an established fact."
G08_DivineNegation.md,G08_DivineNegation,What God Cannot Do,"God cannot violate logic, deny His nature, or do evil; these are perfections, not weaknesses.","Coherence: logical consistency and self-identity. | Evil: decoherence, C < 0. | Perfection: inability to fail. | Omnipotence: ability to do anything coherent.","Treat God's inability to do certain things as a mark of perfection, not limitation, and use this to ground divine reliability and moral necessity.",Does not claim God can do everything imaginable. | Does not claim God is subject to an external logic. | Does not claim God's actions are arbitrary. | Does not claim God can sin or cease to exist.,"Check that any proposed divine action is coherent before attributing it to God. | Verify that statements about God's limits are framed as perfections, not weaknesses. | Ensure that the coherence trap is applied consistently to objections.",G07 (definition of evil as decoherence),Provides a coherent account of divine omnipotence that excludes contradictions and moral evil.,Preserves the concept of God as maximally coherent and morally perfect.,"Without this axiom, divine omnipotence becomes incoherent and God's moral perfection is undermined.",Theological | Philosophical | Logical,coherent,yes,yes,theological,NOT_ESTABLISHED,C,preserve as theological axiom with philosophical support,Claims about God's nature are not empirically verifiable. | The identification of logic with God's nature is a metaphysical assumption. | The definition of evil as decoherence is a specific theological framework.,"If logic is shown to be external to God, the argument fails. | If a coherent account of God denying His nature is provided, the argument fails. | If inability to fail is shown to be a weakness, the argument fails.",Formalize the coherence constraints on omnipotence in a modal logic framework.,"This document argues that God's inability to do certain things - like lying, sinning, or creating contradictions - is not a limitation but a perfection. It uses the idea that God is the source of logic and coherence, so contradictions are not 'things' that can be done. The document is a theological argument, not a formal proof."
galaxy_rotation_curves.md,galaxy_rotation_curves,galaxy_rotation_curves.ipynb,"The chi-field modified gravity must produce galaxy rotation curves consistent with observations without invoking dark matter, using the same coupling constant xi constrained by the Hubble tension test.","Chi-field: a coherence field that modifies gravity via position-dependent effective gravitational constant G_eff. | G-M symmetry pair: the symmetry structure coupling chi-field to mass-energy. | Rotation curve: the orbital velocity v(r) of stars as a function of radius r from galactic center. | Newtonian prediction: v(r) = sqrt(G M(r) / r), where M(r) is enclosed mass. | Flat rotation curve: observed v(r) approximately constant at large r. | Coupling constant xi: the chi-field coupling parameter, already constrained by Hubble tension test.","Compute chi-field predictions for galaxy rotation curves and compare to observed data, using xi from Hubble tension constraints, to test consistency without dark matter.",Does not prove chi-field is the correct explanation for dark matter. | Does not claim superiority over dark matter models; only consistency. | Does not include full observational error bars in fitting. | Does not address all galaxy types or detailed baryonic effects.,Fit chi-field model to observed rotation curves of several well-measured galaxies. | Check that the resulting fits are comparable to dark matter halo models. | Verify that the same xi value used for Hubble tension also produces reasonable fits. | Assess whether the chi-field prediction is not ruled out by rotation curve data.,Chi-field Lagrangian and G-M symmetry pair | Hubble tension test constraints on xi | Observed galaxy rotation curve data,"Provides a dark matter alternative explanation for flat rotation curves using chi-field modified gravity, with a single parameter xi.","Preserves the ability to explain galaxy rotation curves without dark matter, consistent with existing cosmological tests.","If removed, the chi-field framework loses a key observational consistency check, weakening its claim as a viable modified gravity theory.",Rotation curve data | Chi-field coupling constant xi | Effective gravitational constant G_eff,coherent,yes,unclear,empirical consistency claim,COLAB_REPRODUCIBLE,C,preserve as a consistency test; do not elevate to proof,Claiming the chi-field is the correct explanation for dark matter. | Claiming superiority over dark matter models without full error analysis. | Interpreting consistency as proof of the theory.,If rotation curve fits fail with xi constrained by Hubble tension. | If full error analysis shows significant discrepancy with observations. | If the chi-field model cannot reproduce flat rotation curves without fine-tuning.,"chi-field modified gravity as a viable dark matter alternative, pending further testing","This document describes a Colab notebook that tests whether the chi-field modified gravity can explain galaxy rotation curves without dark matter. It claims that using the same coupling constant xi that resolves the Hubble tension, the chi-field produces rotation curve fits comparable to dark matter models. However, it explicitly states this does not prove the chi-field is correct, only that it is consistent with observations. The notebook is reproducible but lacks full error analysis, so the claim is graded C and should be treated as a consistency test, not a proof."
